#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1               2.5525               2.5525                    0
           2              2.64092              2.59671            0.0312612
           3              2.45908              2.55083            0.0428655
           4              2.29506              2.48689            0.0640322
           5              2.38222              2.46596            0.0545405
           6              2.48532              2.46918            0.0455458
           7              2.64036              2.49364             0.045129
           8              2.80728              2.53284            0.0538908
           9              2.48412              2.52743            0.0481741
          10              2.37834              2.51252            0.0456054
          11              2.47344              2.50897            0.0415976
          12              2.14514              2.47865             0.047923
          13              2.35552              2.46918            0.0451629
          14              2.66334              2.48305            0.0440149
          15              2.18972              2.46349            0.0452164
          16              2.33742              2.45561            0.0430714
          17              2.77874              2.47462            0.0445348
          18              2.53478              2.47796            0.0421859
          19              2.65682              2.48737            0.0410024
          20              2.22134              2.47407            0.0410533
          21              2.53698              2.47707            0.0392075
          22              2.59802              2.48257            0.0378088
          23              2.50948              2.48374            0.0361831
          24              2.58304              2.48787            0.0349112
          25              2.74128              2.49801            0.0349553
          26              2.62134              2.50275            0.0339312
          27              2.35256              2.49719            0.0331273
          28              2.72698               2.5054            0.0329451
          29              2.45782              2.50376            0.0318499
          30              2.15258              2.49205             0.032869
