#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              123.025              123.025                    0
           2              124.024              123.525             0.353205
           3              125.803              124.284             0.663172
           4               126.18              124.758             0.644934
           5              125.338              124.874             0.526277
           6              126.117              125.081             0.477585
           7              129.139              125.661             0.675004
           8              129.075              126.088             0.712855
           9              126.293               126.11             0.634014
          10              125.647              126.064             0.572307
          11              127.508              126.195             0.535125
          12              125.752              126.158             0.491804
          13              126.652              126.196             0.455439
          14              125.959              126.179             0.423223
          15              126.944               126.23             0.398063
          16              123.849              126.082             0.400053
          17              125.306              126.036             0.379113
          18              125.674              126.016             0.358583
          19              126.766              126.055             0.341876
          20              125.795              126.042             0.325029
          21              127.989              126.135             0.322504
          22              127.744              126.208             0.316028
          23              125.691              126.186             0.303086
          24              124.316              126.108             0.300298
          25              127.417               126.16             0.292819
          26              127.928              126.228             0.289343
          27              127.202              126.264             0.280866
          28              127.668              126.314             0.275276
          29              128.648              126.395             0.277299
          30              128.034              126.449             0.273386
