#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.582074            -0.582074                    0
           2            -0.582304            -0.582189          8.11759e-05
           3            -0.583804            -0.582727          0.000442812
           4            -0.582858             -0.58276          0.000333317
           5            -0.581894            -0.582587          0.000308369
           6            -0.582858            -0.582632          0.000260251
           7            -0.582626            -0.582631          0.000223073
           8            -0.583691            -0.582764          0.000231208
           9            -0.583267             -0.58282          0.000212176
          10            -0.583002            -0.582838          0.000191743
          11            -0.583174            -0.582869          0.000176722
          12              -0.5823            -0.582821          0.000168226
          13            -0.581755            -0.582739          0.000174125
          14            -0.582585            -0.582728          0.000162036
          15            -0.582811            -0.582734          0.000151329
          16            -0.582621            -0.582727          0.000142035
          17            -0.583258            -0.582758          0.000137071
          18            -0.583521              -0.5828          0.000135852
          19            -0.582615             -0.58279           0.00012905
          20             -0.58261            -0.582781          0.000122912
          21            -0.583111            -0.582797          0.000118057
          22            -0.582974            -0.582805          0.000112966
          23            -0.582081            -0.582774          0.000112359
          24            -0.581582            -0.582724          0.000118135
          25            -0.583698            -0.582763          0.000119655
          26            -0.582201            -0.582741          0.000116991
          27            -0.582599            -0.582736          0.000112776
          28            -0.583354            -0.582758          0.000110889
          29             -0.58313            -0.582771          0.000107802
          30            -0.582341            -0.582757          0.000105158
