#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              14.6343              14.6343                    0
           2              14.6187              14.6265           0.00551122
           3              14.6718              14.6416            0.0128781
           4              14.7409              14.6664            0.0235717
           5              14.6256              14.6582            0.0202238
           6              14.5595              14.6418            0.0225808
           7              14.7165              14.6525            0.0217319
           8              14.6399              14.6509            0.0190717
           9              14.6997              14.6563            0.0177085
          10              14.5625              14.6469             0.018256
          11              14.6608              14.6482            0.0166397
          12              14.7095              14.6533            0.0160174
          13              14.7161              14.6581            0.0154963
          14              14.6308              14.6562            0.0145115
          15              14.6949              14.6588            0.0137722
          16              14.6734              14.6597            0.0129418
          17              14.7492              14.6649            0.0132079
          18              14.6194              14.6624            0.0127137
          19              14.7299               14.666            0.0125304
          20              14.6618              14.6658            0.0119056
          21              14.6055              14.6629            0.0116789
          22              14.5542              14.6579            0.0121477
          23              14.7928              14.6638            0.0129576
          24              14.8026              14.6696            0.0136476
          25              14.5689              14.6656             0.013683
          26              14.7184              14.6676            0.0133065
          27              14.7327                14.67              0.01303
          28               14.533              14.6651            0.0134526
          29              14.7654              14.6686            0.0134262
          30              14.7485              14.6712            0.0132406
