#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.462326            -0.462326                    0
           2            -0.462189            -0.462257          4.83661e-05
           3            -0.462154            -0.462223          4.26905e-05
           4            -0.461723            -0.462098          0.000112834
           5            -0.462222            -0.462123          9.29694e-05
           6            -0.462297            -0.462152          8.18687e-05
           7            -0.462102            -0.462145          7.04874e-05
           8            -0.462138            -0.462144          6.16809e-05
           9            -0.462082            -0.462137          5.52047e-05
          10            -0.461833            -0.462107          5.74606e-05
          11            -0.462791            -0.462169          7.90539e-05
          12            -0.462346            -0.462184          7.38374e-05
          13             -0.46164            -0.462142          7.91194e-05
          14            -0.462422            -0.462162          7.59495e-05
          15            -0.462313            -0.462172            7.155e-05
          16            -0.462206            -0.462174          6.71091e-05
          17            -0.461618            -0.462141           7.0673e-05
          18            -0.463676            -0.462227          0.000106398
          19             -0.46255            -0.462244          0.000102154
          20            -0.462041            -0.462233          9.75485e-05
          21             -0.46175             -0.46221          9.55773e-05
          22            -0.462608            -0.462229          9.29252e-05
          23            -0.462377            -0.462235          8.91082e-05
          24            -0.461649            -0.462211          8.86796e-05
          25            -0.463242            -0.462252          9.42356e-05
          26            -0.462056            -0.462244          9.09116e-05
          27            -0.461881            -0.462231          8.85356e-05
          28            -0.463074            -0.462261          9.03453e-05
          29              -0.4622            -0.462259          8.72544e-05
          30            -0.461426            -0.462231           8.8648e-05
