#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              67.5462              67.5462                    0
           2              67.8692              67.7077             0.114212
           3              68.1131              67.8428             0.134058
           4              68.9739              68.1256              0.26472
           5              68.1147              68.1234             0.211785
           6              68.9877              68.2675             0.220087
           7              68.4012              68.2866             0.189473
           8              68.8629              68.3586             0.178962
           9              68.4179              68.3652             0.159198
          10              67.0445              68.2331             0.190336
          11              69.0816              68.3103             0.188014
          12              68.1782              68.2993             0.172668
          13              68.4386                68.31             0.159718
          14               68.345              68.3125             0.148329
          15              68.3578              68.3155             0.138471
          16              67.4674              68.2625             0.139595
          17              67.7184              68.2305             0.135002
          18              68.3792              68.2387             0.127755
          19              67.8228              68.2169             0.122892
          20              68.2357              68.2178             0.116751
          21              67.9044              68.2029             0.112141
          22              67.5524              68.1733             0.110873
          23              68.1827              68.1737             0.106053
          24              67.7565              68.1563             0.103049
          25              68.2026              68.1582            0.0989433
          26              67.8776              68.1474            0.0957247
          27              67.4568              68.1218            0.0955352
          28              68.2261              68.1255            0.0921957
          29              68.7874              68.1484            0.0917978
          30              68.1982                68.15            0.0887529
