#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              9.79516              9.79516                    0
           2              9.88605               9.8406             0.032133
           3              9.82896              9.83672            0.0216552
           4               9.7889              9.82477            0.0192604
           5              9.75175              9.81016            0.0201992
           6              9.78652              9.80622            0.0172127
           7               9.8433              9.81152            0.0155473
           8              9.81916              9.81248            0.0136332
           9              9.83271              9.81472            0.0123024
          10              9.75268              9.80852            0.0125394
          11              9.84955              9.81225            0.0119414
          12              9.82034              9.81292            0.0109653
          13              9.80148              9.81204            0.0101571
          14              9.73895              9.80682            0.0106894
          15              9.73528              9.80205            0.0109895
          16              9.79506              9.80162            0.0103113
          17              9.87386              9.80587            0.0105443
          18              9.84433                9.808            0.0101727
          19              9.79585              9.80736           0.00965741
          20              9.70018                9.802            0.0105574
          21              9.78793              9.80133            0.0100759
          22              9.75663               9.7993            0.0098207
          23              9.82277              9.80032           0.00944656
          24              9.86584              9.80305           0.00943918
          25              9.86031              9.80534           0.00933536
          26               9.8414              9.80673           0.00907873
          27              9.79865              9.80643           0.00874741
          28              9.79358              9.80597           0.00844704
          29              9.91366              9.80968           0.00893472
          30              9.80383              9.80949           0.00863903
