#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              1.30226              1.30226                    0
           2              1.39028              1.34627            0.0311198
           3              1.23694              1.30983            0.0362744
           4               1.3248              1.31357            0.0273982
           5              1.23956              1.29877            0.0256067
           6              1.39066              1.31408            0.0255111
           7              1.43186              1.33091            0.0268477
           8              1.43664              1.34413            0.0265462
           9              1.22152               1.3305            0.0268656
          10              1.29008              1.32646            0.0244813
          11              1.31268              1.32521            0.0222877
          12              1.13572              1.30942            0.0254159
          13              1.35774              1.31313            0.0237311
          14              1.39274              1.31882             0.022707
          15              1.06124              1.30165            0.0269141
          16              1.36898              1.30586            0.0255589
          17              1.44118              1.31382            0.0252646
          18              1.34268              1.31542            0.0239119
          19              1.36424              1.31799             0.022791
          20               1.3495              1.31957            0.0217058
          21              1.33336              1.32022            0.0206821
          22              1.34852              1.32151             0.019782
          23              1.35704              1.32305            0.0189821
          24              1.36394              1.32476            0.0182675
          25               1.4975              1.33167            0.0187983
          26               1.4402              1.33584            0.0185329
          27               1.2854              1.33397            0.0179404
          28              1.46106              1.33851            0.0178646
          29              1.32924              1.33819            0.0172515
          30              1.32062              1.33761            0.0166864
