#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              16.2589              16.2589                    0
           2              16.1171               16.188            0.0501514
           3               16.239               16.205            0.0361964
           4              15.8634              16.1196            0.0787737
           5              16.1332              16.1223            0.0630659
           6              16.2997              16.1519             0.059079
           7              16.0508              16.1374            0.0523757
           8              16.8452              16.2259            0.0945937
           9              16.3789              16.2429            0.0855973
          10              16.1423              16.2328            0.0776269
          11              16.3851              16.2467             0.071793
          12              15.7322              16.2038            0.0775632
          13               16.085              16.1947            0.0721328
          14              16.5176              16.2177            0.0705731
          15              16.2975              16.2231            0.0660685
          16              16.2742              16.2263            0.0620164
          17               16.351              16.2336            0.0588006
          18               16.313               16.238            0.0556993
          19              16.1032              16.2309             0.053218
          20               16.113               16.225            0.0508824
          21              16.5802              16.2419             0.051193
          22              16.1762              16.2389            0.0489531
          23              16.4386              16.2476            0.0475885
          24              15.8154              16.2296            0.0488946
          25              16.4507              16.2385            0.0477319
          26               16.678              16.2554            0.0487982
          27              16.0519              16.2478            0.0475694
          28              16.3601              16.2518            0.0460392
          29              15.8623              16.2384            0.0463696
          30              16.2049              16.2373            0.0448374
          31              16.3035              16.2394            0.0434418
          32              16.5348              16.2487            0.0430537
          33              16.2497              16.2487            0.0417491
          34              16.4905              16.2558            0.0411227
          35              15.8999              16.2456            0.0411859
          36              16.3572              16.2487            0.0401582
          37              16.1113               16.245            0.0392444
          38              16.5889              16.2541            0.0392412
          39              16.3632              16.2569            0.0383347
          40              16.1376              16.2539            0.0374921
