#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              155.326              155.326                    0
           2              155.182              155.254            0.0506397
           3              156.073              155.527              0.22534
           4              157.908              156.122             0.542467
           5              159.745              156.847             0.779905
           6               159.41              157.274             0.757976
           7              165.501              158.449              1.26728
           8              160.884              158.754              1.14484
           9              154.729              158.306              1.10153
          10              151.668              157.643               1.1745
          11              158.183              157.692              1.06876
          12              154.943              157.463              1.00393
          13              152.472              157.079              0.99741
          14              156.429              157.032             0.927245
          15               155.04              156.899             0.874887
          16              156.266               156.86             0.821102
          17              159.182              156.996             0.784077
          18              157.285              157.013             0.740681
          19              149.583              156.621             0.798268
          20              154.223              156.502             0.767307
          21              155.628               156.46             0.731894
          22              163.928              156.799             0.773351
          23              159.119                156.9             0.746274
          24              145.665              156.432             0.849407
          25              154.645              156.361             0.818434
          26              162.875              156.611             0.824417
          27              158.212              156.671             0.796012
          28              162.076              156.864             0.790646
          29              148.286              156.568             0.816841
          30              155.431               156.53             0.790491
          31               160.48              156.657             0.775191
          32              159.516              156.747             0.756095
          33              147.856              156.477             0.779706
          34              156.725              156.485             0.756808
          35               165.79               156.75             0.780488
          36              162.973              156.923             0.777714
          37              156.142              156.902             0.756982
          38               152.19              156.778             0.747148
          39              160.642              156.877             0.734529
          40              159.676              156.947             0.719491
