     MU:      SIGMA:     E_MEASURED:    ERROR:
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74952     0.61892    -0.43813   0.0021039
    -0.74345     0.54861    -0.39791    0.003593
    -0.74345     0.54861    -0.39791    0.003593
    -0.74345     0.54861    -0.39791    0.003593
    -0.74345     0.54861    -0.39791    0.003593
    -0.74345     0.54861    -0.39791    0.003593
    -0.74345     0.54861    -0.39791    0.003593
    -0.74345     0.54861    -0.39791    0.003593
    -0.83183     0.66042    -0.42158    0.004718
    -0.72808     0.56938     -0.4152   0.0027019
    -0.72808     0.56938     -0.4152   0.0027019
    -0.72808     0.56938     -0.4152   0.0027019
    -0.72808     0.56938     -0.4152   0.0027019
    -0.72808     0.56938     -0.4152   0.0027019
    -0.72808     0.56938     -0.4152   0.0027019
    -0.72808     0.56938     -0.4152   0.0027019
    -0.72808     0.56938     -0.4152   0.0027019
    -0.81035     0.72342    -0.37055   0.0070813
    -0.81035     0.72342    -0.37055   0.0070813
    -0.72754      0.5708    -0.41046   0.0031079
    -0.72754      0.5708    -0.41046   0.0031079
    -0.72754      0.5708    -0.41046   0.0031079
    -0.72754      0.5708    -0.41046   0.0031079
    -0.72754      0.5708    -0.41046   0.0031079
    -0.72754      0.5708    -0.41046   0.0031079
    -0.71925     0.62952    -0.41778   0.0024902
    -0.71925     0.62952    -0.41778   0.0024902
    -0.71925     0.62952    -0.41778   0.0024902
    -0.71925     0.62952    -0.41778   0.0024902
    -0.71925     0.62952    -0.41778   0.0024902
    -0.71925     0.62952    -0.41778   0.0024902
    -0.64111     0.63216    -0.36022   0.0025598
    -0.64111     0.63216    -0.36022   0.0025598
    -0.62404     0.77071    -0.33078   0.0059321
    -0.62404     0.77071    -0.33078   0.0059321
    -0.62404     0.77071    -0.33078   0.0059321
    -0.62404     0.77071    -0.33078   0.0059321
    -0.78211      0.6049    -0.43895   0.0028513
    -0.78211      0.6049    -0.43895   0.0028513
    -0.78211      0.6049    -0.43895   0.0028513
    -0.78211      0.6049    -0.43895   0.0028513
    -0.78211      0.6049    -0.43895   0.0028513
    -0.78211      0.6049    -0.43895   0.0028513
    -0.78211      0.6049    -0.43895   0.0028513
    -0.78211      0.6049    -0.43895   0.0028513
    -0.78211      0.6049    -0.43895   0.0028513
    -0.78211      0.6049    -0.43895   0.0028513
    -0.73423     0.69179    -0.40944   0.0034313
    -0.73423     0.69179    -0.40944   0.0034313
    -0.73423     0.69179    -0.40944   0.0034313
    -0.73423     0.69179    -0.40944   0.0034313
    -0.73423     0.69179    -0.40944   0.0034313
    -0.73423     0.69179    -0.40944   0.0034313
    -0.73423     0.69179    -0.40944   0.0034313
    -0.56174     0.73409    -0.30599   0.0035015
    -0.56174     0.73409    -0.30599   0.0035015
    -0.56174     0.73409    -0.30599   0.0035015
    -0.72118        0.82    -0.29146   0.0084117
     -0.6864     0.73539    -0.36654   0.0045644
     -0.6864     0.73539    -0.36654   0.0045644
    -0.72419     0.75664    -0.36909   0.0057515
    -0.72419     0.75664    -0.36909   0.0057515
    -0.72419     0.75664    -0.36909   0.0057515
    -0.72419     0.75664    -0.36909   0.0057515
    -0.72419     0.75664    -0.36909   0.0057515
    -0.72419     0.75664    -0.36909   0.0057515
    -0.72419     0.75664    -0.36909   0.0057515
    -0.68003     0.77095    -0.33889   0.0069619
    -0.68003     0.77095    -0.33889   0.0069619
    -0.68003     0.77095    -0.33889   0.0069619
    -0.68003     0.77095    -0.33889   0.0069619
    -0.68003     0.77095    -0.33889   0.0069619
    -0.68003     0.77095    -0.33889   0.0069619
    -0.57459     0.63457    -0.29349   0.0037136
    -0.58291     0.59208    -0.28427    0.004107
    -0.58291     0.59208    -0.28427    0.004107
    -0.67718     0.53494    -0.34383   0.0048086
    -0.61079     0.56248    -0.30654   0.0040485
    -0.61079     0.56248    -0.30654   0.0040485
    -0.61079     0.56248    -0.30654   0.0040485
    -0.61079     0.56248    -0.30654   0.0040485
    -0.61079     0.56248    -0.30654   0.0040485
    -0.90937     0.52126    -0.30179   0.0048119
    -0.90937     0.52126    -0.30179   0.0048119
    -0.90937     0.52126    -0.30179   0.0048119
    -0.90937     0.52126    -0.30179   0.0048119
    -0.96395     0.55353    -0.29868   0.0035132
    -0.96395     0.55353    -0.29868   0.0035132
    -0.83173     0.59605    -0.43749   0.0026384
    -0.83173     0.59605    -0.43749   0.0026384
    -0.83173     0.59605    -0.43749   0.0026384
    -0.83173     0.59605    -0.43749   0.0026384
    -0.83173     0.59605    -0.43749   0.0026384
    -0.83173     0.59605    -0.43749   0.0026384
    -0.83173     0.59605    -0.43749   0.0026384
    -0.83173     0.59605    -0.43749   0.0026384
    -0.83173     0.59605    -0.43749   0.0026384
    -0.83173     0.59605    -0.43749   0.0026384
    -0.83173     0.59605    -0.43749   0.0026384
    -0.66014     0.74581    -0.35239   0.0043965
    -0.91754     0.62395    -0.38081   0.0043156
    -0.91754     0.62395    -0.38081   0.0043156
    -0.91754     0.62395    -0.38081   0.0043156
    -0.91754     0.62395    -0.38081   0.0043156
    -0.88463     0.69212    -0.37179   0.0066737
    -0.88463     0.69212    -0.37179   0.0066737
    -0.88463     0.69212    -0.37179   0.0066737
    -0.88463     0.69212    -0.37179   0.0066737
    -0.88463     0.69212    -0.37179   0.0066737
    -0.88463     0.69212    -0.37179   0.0066737
    -0.88463     0.69212    -0.37179   0.0066737
    -0.88463     0.69212    -0.37179   0.0066737
    -0.88463     0.69212    -0.37179   0.0066737
    -0.69501     0.80217    -0.32766   0.0072856
    -0.69501     0.80217    -0.32766   0.0072856
    -0.69501     0.80217    -0.32766   0.0072856
    -0.69501     0.80217    -0.32766   0.0072856
    -0.69501     0.80217    -0.32766   0.0072856
     -0.5912     0.69566    -0.32098   0.0035098
    -0.86324     0.66115    -0.41903   0.0038158
    -0.86324     0.66115    -0.41903   0.0038158
    -0.86324     0.66115    -0.41903   0.0038158
    -0.86324     0.66115    -0.41903   0.0038158
    -0.86324     0.66115    -0.41903   0.0038158
    -0.77761     0.65291    -0.43794     0.00267
    -0.77761     0.65291    -0.43794     0.00267
    -0.77761     0.65291    -0.43794     0.00267
    -0.83576     0.52853    -0.35791   0.0042782
    -0.84798     0.54464    -0.37506   0.0040016
    -0.84798     0.54464    -0.37506   0.0040016
    -0.84798     0.54464    -0.37506   0.0040016
    -0.84798     0.54464    -0.37506   0.0040016
    -0.84798     0.54464    -0.37506   0.0040016
    -0.84798     0.54464    -0.37506   0.0040016
    -0.84798     0.54464    -0.37506   0.0040016
    -0.84798     0.54464    -0.37506   0.0040016
    -0.84798     0.54464    -0.37506   0.0040016
    -0.84798     0.54464    -0.37506   0.0040016
    -0.86411     0.70452    -0.37879   0.0057555
    -0.86411     0.70452    -0.37879   0.0057555
    -0.86411     0.70452    -0.37879   0.0057555
    -0.78627     0.59985    -0.44333   0.0025736
    -0.78627     0.59985    -0.44333   0.0025736
    -0.78627     0.59985    -0.44333   0.0025736
    -0.78627     0.59985    -0.44333   0.0025736
    -0.78627     0.59985    -0.44333   0.0025736
    -0.78627     0.59985    -0.44333   0.0025736
    -0.78627     0.59985    -0.44333   0.0025736
     -0.6733     0.58381    -0.38526   0.0028573
     -0.6733     0.58381    -0.38526   0.0028573
     -0.6733     0.58381    -0.38526   0.0028573
    -0.77554     0.57467    -0.42494   0.0025455
    -0.77554     0.57467    -0.42494   0.0025455
    -0.77554     0.57467    -0.42494   0.0025455
    -0.77554     0.57467    -0.42494   0.0025455
    -0.77554     0.57467    -0.42494   0.0025455
    -0.77554     0.57467    -0.42494   0.0025455
    -0.77554     0.57467    -0.42494   0.0025455
    -0.77554     0.57467    -0.42494   0.0025455
    -0.77554     0.57467    -0.42494   0.0025455
    -0.77554     0.57467    -0.42494   0.0025455
    -0.77554     0.57467    -0.42494   0.0025455
    -0.77554     0.57467    -0.42494   0.0025455
    -0.77554     0.57467    -0.42494   0.0025455
    -0.77554     0.57467    -0.42494   0.0025455
    -0.77554     0.57467    -0.42494   0.0025455
    -0.77554     0.57467    -0.42494   0.0025455
    -0.77554     0.57467    -0.42494   0.0025455
    -0.77554     0.57467    -0.42494   0.0025455
    -0.77554     0.57467    -0.42494   0.0025455
    -0.77554     0.57467    -0.42494   0.0025455
