#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.715446            -0.715446                    0
           2            -0.714824            -0.715135          0.000219769
           3            -0.714485            -0.714918            0.0002297
           4            -0.715094            -0.714962          0.000176452
           5            -0.714843            -0.714938          0.000142757
           6            -0.714265            -0.714826          0.000157021
           7            -0.714278            -0.714748          0.000152848
           8             -0.71459            -0.714728          0.000135016
           9            -0.713752             -0.71462          0.000157668
          10            -0.713205            -0.714478          0.000195325
          11            -0.714174             -0.71445           0.00017952
          12            -0.714242            -0.714433          0.000165402
          13            -0.713596            -0.714369          0.000164736
          14            -0.714223            -0.714358          0.000153296
          15            -0.715811            -0.714455           0.00017096
          16            -0.715348            -0.714511          0.000169138
          17            -0.713855            -0.714472          0.000163528
          18            -0.713726            -0.714431          0.000159619
          19            -0.713989            -0.714408          0.000152904
          20             -0.71409            -0.714392           0.00014608
          21            -0.715627            -0.714451          0.000150504
          22            -0.714096            -0.714434          0.000144524
          23             -0.71514            -0.714465          0.000141458
          24            -0.714291            -0.714458          0.000135749
          25            -0.715333            -0.714493          0.000134755
          26            -0.714188            -0.714481          0.000130081
          27            -0.713946            -0.714461          0.000126762
          28            -0.712705            -0.714399          0.000136881
          29            -0.714952            -0.714418          0.000133485
          30            -0.715529            -0.714455          0.000134075
