#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              19.7412              19.7412                    0
           2              19.8816              19.8114            0.0496303
           3              19.6387              19.7538             0.057483
           4              19.7643              19.7564            0.0431727
           5              19.4956              19.7043            0.0580495
           6              19.6283              19.6916            0.0497369
           7              19.5355              19.6693            0.0473691
           8               19.597              19.6603             0.042302
           9              19.6458              19.6587            0.0376324
          10              19.6229              19.6551            0.0340381
          11              19.9402               19.681             0.039603
          12              19.5112              19.6669            0.0387476
          13              19.6601              19.6663            0.0357705
          14              19.7287              19.6708            0.0334914
          15              19.5197              19.6607             0.032738
          16              19.5763              19.6554            0.0311141
          17              19.7998              19.6639            0.0304213
          18              19.8838              19.6761            0.0310871
          19              19.7401              19.6795            0.0296325
          20              19.7636              19.6837            0.0284477
          21               19.845              19.6914            0.0281108
          22              19.7347              19.6934            0.0269018
          23              19.8038              19.6982            0.0261572
          24              19.6646              19.6968            0.0251046
          25              19.7123              19.6974            0.0241082
          26              19.6149              19.6942            0.0233887
          27              19.6627              19.6931            0.0225516
          28              19.5615              19.6884            0.0222305
          29              19.5691              19.6842             0.021841
          30              19.5464              19.6796            0.0215906
