     MU:      SIGMA:     E_MEASURED:    ERROR:
     -1.0082     0.65624    -0.23352    0.008992
    -0.90707     0.95479     0.23111    0.028773
      -0.737     0.99508  -0.0072272    0.017936
    -0.80402     0.79683    -0.29315   0.0097045
    -0.57899     0.68261     -0.3108   0.0031735
    -0.45093     0.91223    -0.25863   0.0063819
    -0.34642     0.88593    -0.24658   0.0057784
   -0.095637     0.96701     -0.2606   0.0056697
   -0.095637     0.96701     -0.2606   0.0056697
   0.0040312     0.75068   -0.033034   0.0064724
    -0.27031      1.0301    -0.22179    0.012253
    -0.18496      1.2164   -0.072747    0.020096
     -0.3254      1.0674    -0.20644    0.013742
    -0.26915      0.8281    -0.19324    0.005727
    -0.47773     0.71438    -0.22118   0.0045251
    -0.47773     0.71438    -0.22118   0.0045251
    -0.42695     0.95481    -0.26054   0.0091626
    -0.15742     0.91313    -0.23829   0.0047058
    -0.15742     0.91313    -0.23829   0.0047058
     0.13368      1.0836    -0.20628    0.012401
   0.0016175      1.1306     -0.1948    0.012604
     0.27166      1.1368    -0.14243    0.016389
     0.17157      1.2517    0.073292    0.026644
     0.17157      1.2517    0.073292    0.026644
     0.17157      1.2517    0.073292    0.026644
     0.17157      1.2517    0.073292    0.026644
     0.17157      1.2517    0.073292    0.026644
     0.44222      1.0671    -0.14283     0.01488
      0.2044      1.2307    0.093605    0.027315
      0.2044      1.2307    0.093605    0.027315
     0.21046      1.1604   -0.077256    0.019488
     0.46096      1.0017    -0.18853    0.014821
     0.36758     0.92678    -0.26393   0.0058336
     0.65913     0.77101    -0.33158    0.005924
     0.90333     0.58108    -0.39095   0.0029288
     0.66102     0.85911    -0.26495   0.0095648
      0.8643     0.89749   0.0048154    0.018133
     0.77593      1.0093     0.07421    0.020039
     0.87967     0.91826    0.090837    0.023116
     0.62394      1.2076     0.35593    0.036132
     0.62394      1.2076     0.35593    0.036132
     0.62394      1.2076     0.35593    0.036132
     0.48553      0.9766     -0.2286     0.01176
     0.23438     0.75945   -0.099128   0.0050268
     0.26909     0.54186     0.29304   0.0099767
     0.26909     0.54186     0.29304   0.0099767
     0.18682      0.6959    0.027519    0.006576
    0.046306     0.79553   -0.094874    0.005769
     0.12912     0.64291     0.19126    0.007046
     0.29397     0.63906    0.060272   0.0066175
    0.099048     0.84104    -0.16145   0.0053396
   -0.085328     0.71055    0.052432    0.007195
  -0.0039925     0.64548     0.20819   0.0073328
    -0.12008     0.93148    -0.23429   0.0059274
    -0.11179     0.99021    -0.24951    0.007031
    -0.31676     0.76057    -0.13858   0.0063367
    -0.52802     0.70413    -0.27057   0.0037955
    -0.52802     0.70413    -0.27057   0.0037955
    -0.52802     0.70413    -0.27057   0.0037955
    -0.66761     0.78079    -0.33627   0.0068089
    -0.58947     0.78343    -0.31476   0.0048816
    -0.39048     0.94675    -0.24997    0.008162
     -0.3734      1.0853    -0.18331    0.012762
       -0.34     0.84644     -0.2333   0.0053181
    -0.54161     0.93303    -0.24036   0.0099728
    -0.54161     0.93303    -0.24036   0.0099728
    -0.69968     0.76721    -0.35082   0.0059374
    -0.69968     0.76721    -0.35082   0.0059374
    -0.85373      0.5587    -0.40171   0.0031608
     -0.8269     0.50612    -0.29686   0.0057012
     -0.8916     0.69858    -0.34961   0.0095344
    -0.66211     0.88611    -0.23745    0.013594
    -0.49244     0.78953    -0.26912    0.005284
    -0.64894     0.88752    -0.25546     0.01198
    -0.58589     0.86428    -0.28497   0.0067111
    -0.58589     0.86428    -0.28497   0.0067111
    -0.53801     0.95118    -0.21758   0.0093801
    -0.66434     0.73699    -0.36153   0.0038385
    -0.66434     0.73699    -0.36153   0.0038385
    -0.41942     0.64611    -0.09777   0.0057313
    -0.41942     0.64611    -0.09777   0.0057313
    -0.41942     0.64611    -0.09777   0.0057313
    -0.70319     0.59696    -0.40911   0.0023471
     -0.5307     0.63926    -0.24683   0.0037685
     -0.5307     0.63926    -0.24683   0.0037685
     -0.5307     0.63926    -0.24683   0.0037685
    -0.69014     0.72517    -0.38225   0.0035862
    -0.65536     0.64056    -0.37582   0.0022872
    -0.65536     0.64056    -0.37582   0.0022872
    -0.69315     0.66181    -0.40301   0.0027177
    -0.69315     0.66181    -0.40301   0.0027177
    -0.69315     0.66181    -0.40301   0.0027177
    -0.69315     0.66181    -0.40301   0.0027177
    -0.98974     0.72863    -0.15218    0.014049
     -1.0341     0.48874   -0.075681   0.0055082
     -1.0341     0.48874   -0.075681   0.0055082
    -0.98994     0.50305    -0.17548   0.0044059
    -0.85927     0.50981    -0.28736   0.0058324
    -0.70584     0.68804     -0.4002   0.0032074
    -0.57617     0.61491    -0.28686   0.0031985
    -0.73963     0.90997    -0.15474    0.015796
    -0.63749     0.71594    -0.34266    0.004851
    -0.53205     0.57956    -0.21425    0.004302
    -0.54036     0.53707    -0.18421   0.0050245
    -0.28812     0.68171   -0.007815    0.006548
    -0.38239     0.62457     -0.0315   0.0058543
    -0.31601     0.65211   0.0048376     0.00768
    -0.44583      0.5356   -0.019751   0.0059317
    -0.44583      0.5356   -0.019751   0.0059317
     -0.1748     0.69918    0.033225   0.0064693
     -0.1748     0.69918    0.033225   0.0064693
    -0.47338     0.65796    -0.18286   0.0049654
    -0.46514     0.65314    -0.17358    0.004996
    -0.46514     0.65314    -0.17358    0.004996
    -0.46514     0.65314    -0.17358    0.004996
    -0.51972     0.68541    -0.24402   0.0044477
    -0.51972     0.68541    -0.24402   0.0044477
     -0.3875     0.72793    -0.16464   0.0050449
    -0.33938      0.9436    -0.25172   0.0064002
    -0.33938      0.9436    -0.25172   0.0064002
    -0.24998      1.1351    -0.15035    0.014457
    -0.20923      1.0225    -0.25574   0.0089353
    -0.12107      1.1382    -0.17336    0.011892
     0.15435     0.88128    -0.21174   0.0042069
     0.42798      1.1095   -0.089653    0.017524
     0.13704      1.2336    0.028428    0.026189
   -0.062887      1.0999    -0.18088    0.014601
   -0.062887      1.0999    -0.18088    0.014601
      0.1087      1.2497    0.084701    0.028215
    -0.14869      1.1278    -0.18752     0.01237
    -0.14869      1.1278    -0.18752     0.01237
    -0.35463      0.9015     -0.2654   0.0054905
    -0.39735       0.614   -0.037975   0.0058213
    -0.36444     0.68217   -0.083652   0.0050382
    -0.36444     0.68217   -0.083652   0.0050382
    -0.16325     0.93149    -0.23718   0.0063149
    -0.27126     0.69583   -0.029461   0.0059258
     -0.2909     0.91341    -0.24987   0.0058122
    -0.35314     0.75729    -0.16949   0.0054084
    -0.62438     0.46396    -0.16353   0.0076317
    -0.62438     0.46396    -0.16353   0.0076317
     -0.8001     0.46898    -0.16999   0.0072296
    -0.61049     0.57904    -0.31101   0.0034321
    -0.61049     0.57904    -0.31101   0.0034321
    -0.61049     0.57904    -0.31101   0.0034321
    -0.34752     0.59361    0.055714   0.0066449
    -0.08482     0.77969   -0.077612   0.0054939
    0.018997     0.67318      0.1409   0.0074472
    -0.25305     0.63867    0.096465   0.0075205
    -0.35538      0.6021    0.031051   0.0059945
    -0.16338     0.82733    -0.17132   0.0056716
   -0.012303     0.96787     -0.2357   0.0090736
     0.12226      1.0575    -0.22958    0.010508
