     MU:      SIGMA:     E_MEASURED:    ERROR:
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
    -0.81732     0.61117    -0.44176   0.0035075
