#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              2608.24              2608.24                    0
           2              2501.39              2554.82              37.7771
           3              2275.21              2461.62              80.1595
           4              2294.06              2419.73              70.2165
           5              2355.47              2406.87              57.3373
           6              2742.31              2462.78              69.9115
           7              2367.35              2449.15              61.2388
           8              2601.92              2468.25              56.4831
           9              2515.64              2473.51              50.4521
          10              2678.36                 2494              49.3908
          11              2334.27              2479.48              46.9867
          12              2451.36              2477.13              43.1295
          13              2681.81              2492.88              42.5886
          14              2290.14               2478.4              41.9363
          15              2440.25              2475.85              39.2175
          16              2826.53              2497.77              42.4514
          17              2699.44              2509.63              41.5787
          18              2322.31              2499.23              40.5502
          19              2640.09              2506.64              39.0878
          20              2462.59              2504.44              37.1954
          21              2718.51              2514.63              36.7946
          22              2574.64              2517.36               35.223
          23              2589.81              2520.51              33.8322
          24              2587.87              2523.32              32.5387
          25              2432.14              2519.67              31.4409
          26              2549.27              2520.81              30.2522
          27              2365.77              2515.07              29.6717
          28               2473.9               2513.6              28.6484
          29              2334.28              2507.41              28.3199
          30              2526.69              2508.06              27.3832
          31              2141.16              2496.22              28.9448
          32              2381.81              2492.64              28.2603
          33              2498.41              2492.82              27.4044
          34              2551.25              2494.54              26.6523
          35              2786.35              2502.87              27.1635
          36              2500.66              2502.81              26.4091
          37               2522.4              2503.34              25.7006
          38              2868.47              2512.95              26.7603
          39              2448.46               2511.3              26.1252
          40              2471.04              2510.29              25.4914
