#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              38.6841              38.6841                    0
           2              35.6692              37.1766              1.06593
           3              38.6855              37.6796             0.820742
           4              31.0072              36.0115               1.5703
           5              34.7242               35.754              1.27717
           6              35.2338              35.6673              1.06725
           7              33.8273              35.4045               0.9466
           8              37.2561              35.6359             0.856104
           9              33.2219              35.3677               0.8019
          10              36.6178              35.4927             0.731389
          11              29.3006              34.9298             0.854495
          12              36.6218              35.0708             0.794835
          13              32.0263              34.8366              0.76742
          14              36.9666              34.9887              0.72753
          15              34.6329               34.965             0.679414
          16              38.9696              35.2153             0.681494
          17              33.6512              35.1233             0.647587
          18              33.2808              35.0209             0.619647
          19              40.9793              35.3345             0.661647
          20                34.34              35.2848             0.630431
          21              37.9741              35.4129             0.613279
          22              34.8484              35.3872             0.585939
          23              34.9777              35.3694             0.560734
          24              38.4185              35.4965             0.551575
          25              38.5884              35.6201             0.543201
          26              34.9298              35.5936             0.522957
          27              33.7984              35.5271             0.507797
          28              39.1247              35.6556             0.505655
          29               37.025              35.7028             0.490419
          30              36.2926              35.7225             0.474466
          31              38.9441              35.8264             0.470404
          32              40.0638              35.9588             0.473976
          33              38.7029               36.042              0.46685
          34              31.6193              35.9119             0.470892
          35              37.3889              35.9541             0.459325
          36               36.124              35.9588             0.446591
          37              39.1294              36.0445             0.442666
          38              36.9145              36.0674             0.431608
          39               33.516               36.002              0.42547
          40              40.1303              36.1052             0.427168
