#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              21.7161              21.7161                    0
           2              20.9805              21.3483             0.260051
           3              22.3253               21.674             0.317441
           4              21.5408              21.6407             0.239821
           5              20.9109              21.4947             0.232057
           6              20.5096              21.3305             0.244669
           7              20.4999              21.2119             0.236751
           8              21.4344              21.2397             0.208785
           9              19.9928              21.1011             0.226947
          10              20.2952              21.0205             0.218093
          11              21.0485              21.0231             0.198281
          12              20.5921              20.9872             0.184982
          13              20.1422              20.9222             0.181813
          14              20.7393              20.9091             0.169295
          15              20.9527               20.912             0.158033
          16              20.0004               20.855             0.158095
          17              20.1118              20.8113             0.154722
          18              21.3849              20.8432             0.149372
          19              21.5014              20.8778             0.145472
          20              20.8282              20.8753              0.13822
          21              19.6951              20.8191             0.142608
          22              22.5606              20.8983             0.156561
          23              21.5757              20.9278             0.152499
          24              21.0493              20.9328             0.146229
          25              21.1073              20.9398             0.140546
          26              20.7421              20.9322             0.135346
          27              20.4653              20.9149             0.131434
          28              19.0289              20.8475             0.142962
          29              21.7243              20.8778             0.141193
          30              20.5853               20.868             0.136822
          31              20.9488              20.8706             0.132434
          32              20.2577              20.8515             0.129673
          33              18.5159              20.7807             0.143766
          34              20.8851              20.7838              0.13957
          35              22.3554              20.8287             0.142623
          36              21.4536               20.846             0.139714
          37              21.0628              20.8519              0.13606
          38              20.0471              20.8307             0.134118
          39              20.5834              20.8244             0.130829
          40              21.1251              20.8319             0.127774
