#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.699575            -0.699575                    0
           2            -0.700366            -0.699971          0.000279731
           3            -0.700644            -0.700195          0.000261434
           4            -0.700413             -0.70025          0.000201656
           5            -0.699349            -0.700069          0.000228017
           6             -0.69979            -0.700023          0.000194699
           7            -0.699712            -0.699979          0.000171877
           8            -0.700162            -0.700001          0.000151909
           9             -0.70072            -0.700081          0.000154596
          10            -0.699794            -0.700052          0.000141787
          11            -0.698826            -0.699941          0.000167059
          12            -0.699092             -0.69987          0.000167451
          13            -0.699126            -0.699813          0.000164075
          14            -0.701072            -0.699903          0.000175277
          15            -0.700179            -0.699921          0.000164557
          16             -0.69919            -0.699876          0.000160488
          17            -0.700223            -0.699896          0.000152344
          18            -0.699697            -0.699885          0.000144282
          19            -0.697951            -0.699783          0.000168813
          20            -0.699454            -0.699767          0.000161171
          21            -0.699127            -0.699736          0.000156347
          22            -0.699576            -0.699729           0.00014941
          23            -0.699082            -0.699701          0.000145542
          24            -0.698107            -0.699634          0.000153882
          25            -0.700506            -0.699669          0.000151621
          26            -0.699567            -0.699665           0.00014584
          27            -0.699527             -0.69966          0.000140528
          28            -0.699588            -0.699658          0.000135533
          29            -0.699224            -0.699643          0.000131682
          30            -0.700111            -0.699658          0.000128215
