#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              5.11128              5.11128                    0
           2              4.47424              4.79276             0.225228
           3              4.70484              4.76345             0.152047
           4              4.96526              4.81391             0.122119
           5              4.48934              4.74899             0.113645
           6              5.19562              4.82343             0.116561
           7              5.04438              4.85499             0.104095
           8               4.7629              4.84348            0.0917178
           9              4.61464              4.81806            0.0849784
          10              4.18032              4.75428            0.0975174
          11               4.6108              4.74124            0.0895203
          12               4.8496              4.75027            0.0825145
          13              4.90566              4.76222            0.0770281
          14              5.20522              4.79386            0.0777543
          15               4.1599               4.7516            0.0832688
          16              4.87028              4.75902            0.0783941
          17              5.37526              4.79527            0.0817351
          18              4.78022              4.79443            0.0771985
          19              5.00316              4.80542             0.073913
          20              4.93476              4.81188            0.0704997
          21              4.46702              4.79546            0.0690287
          22              4.99582              4.80457            0.0664891
          23              5.07844              4.81648            0.0646557
          24              5.16284              4.83091             0.063552
          25              5.13648              4.84313            0.0621742
          26               5.0688              4.85181            0.0603857
          27              4.29844              4.83132            0.0615291
          28              5.38116              4.85095            0.0623866
          29              4.22432              4.82934            0.0638679
          30              4.34852              4.81332            0.0637182
