#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              23.3587              23.3587                    0
           2              21.9705              22.6646             0.490789
           3               25.435              23.5881             0.821938
           4              24.8713              23.9089             0.676166
           5              21.6287              23.4528             0.677484
           6              23.8549              23.5198             0.567875
           7              22.6068              23.3894             0.501507
           8              22.5291              23.2819             0.450201
           9               23.042              23.2552             0.400967
          10              22.4791              23.1776             0.368305
          11              21.1538              22.9936             0.377993
          12              21.7131              22.8869             0.361243
          13               22.984              22.8944             0.333532
          14              22.1153              22.8387             0.314316
          15              20.1106              22.6569             0.341957
          16              24.1399              22.7495              0.33291
          17              22.7002              22.7466              0.31334
          18              23.9176              22.8117              0.30261
          19              22.8773              22.8151             0.286703
          20              21.2331               22.736             0.283069
          21              23.8348              22.7884             0.274383
          22               25.096              22.8933             0.281246
          23               22.361              22.8701             0.269968
          24               23.894              22.9128             0.262069
          25              23.5561              22.9385             0.252846
          26              22.8735               22.936             0.243133
          27              23.7646              22.9667             0.236057
          28              24.8051              23.0323             0.236581
          29              23.9042              23.0624             0.230326
          30              23.0793               23.063             0.222649
