#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.894986            -0.894986                    0
           2            -0.895142            -0.895064          5.48715e-05
           3            -0.895628            -0.895252            0.0001578
           4            -0.895825            -0.895395          0.000171425
           5            -0.895534            -0.895423          0.000139357
           6             -0.89469            -0.895301          0.000161037
           7            -0.892914             -0.89496          0.000344569
           8            -0.894758            -0.894934          0.000302415
           9            -0.894886            -0.894929          0.000268862
          10            -0.897851            -0.895221           0.00036797
          11            -0.895981             -0.89529          0.000340935
          12              -0.8974            -0.895466          0.000354969
          13            -0.894401            -0.895384          0.000336991
          14            -0.896642            -0.895474          0.000324668
          15            -0.897695            -0.895622          0.000335096
          16            -0.897134            -0.895717          0.000327211
          17            -0.895223            -0.895688          0.000309248
          18            -0.896901            -0.895755          0.000299323
          19            -0.894776            -0.895703           0.00028797
          20            -0.895346            -0.895686          0.000274126
          21            -0.896517            -0.895725          0.000263915
          22            -0.899305            -0.895888          0.000297884
          23             -0.89413            -0.895811          0.000294578
          24            -0.893722            -0.895724          0.000294893
          25            -0.896148            -0.895741          0.000283584
          26            -0.898097            -0.895832          0.000286783
          27             -0.89803            -0.895913          0.000287481
          28            -0.895826             -0.89591          0.000277231
          29            -0.894194            -0.895851          0.000273912
          30            -0.895504            -0.895839          0.000265025
