#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              20.9145              20.9145                    0
           2              21.5932              21.2538             0.239939
           3              21.4871              21.3316             0.172093
           4              20.6402              21.1587             0.197644
           5              21.3055              21.1881             0.160279
           6              21.1474              21.1813             0.133709
           7              21.4372              21.2179             0.119499
           8              21.7825              21.2884             0.123658
           9              22.0372              21.3716             0.135035
          10              21.3639              21.3709             0.121534
          11              22.5486              21.4779             0.150425
          12              21.7486              21.5005             0.139571
          13              21.3895              21.4919             0.129095
          14              21.5742              21.4978             0.120008
          15              22.3776              21.5565             0.125524
          16              21.1742              21.5326             0.119931
          17              21.6984              21.5423             0.113272
          18              21.1876              21.5226              0.10868
          19              22.1543              21.5559             0.107925
          20              22.0454              21.5804             0.105268
          21              21.3247              21.5682             0.100957
          22              22.4168              21.6068             0.103475
          23              21.6909              21.6104            0.0990411
          24              21.1847              21.5927            0.0964897
          25              22.2788              21.6201            0.0964548
          26              21.8453              21.6288             0.093133
          27              22.2265              21.6509            0.0922771
          28              21.5921              21.6488            0.0890054
          29               22.307              21.6715            0.0887824
          30               21.361              21.6612            0.0864243
