#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              1277.33              1277.33                    0
           2              1253.67               1265.5              8.36515
           3              1285.12              1272.04              7.72082
           4              1270.78              1271.73              5.79702
           5              1294.29              1276.24              6.14825
           6              1225.76              1267.83              9.23184
           7              1224.73              1261.67                9.752
           8              1320.21              1268.99              10.9393
           9              1291.09              1271.44              9.99559
          10              1356.69              1279.97              12.0968
          11              1306.56              1282.39               11.236
          12              1330.48              1286.39              10.9913
          13               1226.3              1281.77              11.0754
          14              1297.83              1282.92              10.3435
          15              1336.67               1286.5              10.2558
          16              1275.98              1285.84              9.63588
          17              1296.91               1286.5              9.09103
          18              1298.76              1287.18              8.61148
          19              1292.18              1287.44              8.16227
          20              1289.98              1287.57              7.75515
          21              1329.45              1289.56              7.63798
          22              1421.55              1295.56              9.35494
          23              1261.39              1294.08              9.06543
          24              1210.99              1290.61              9.32537
          25              1334.06              1292.35              9.11288
          26              1368.39              1295.28              9.21971
          27              1369.12              1298.01              9.27504
          28              1308.42              1298.38              8.95123
          29              1296.18              1298.31              8.64289
          30              1289.35              1298.01              8.35996
