#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.582337            -0.582337                    0
           2            -0.582206            -0.582272          4.61034e-05
           3            -0.583245            -0.582596          0.000266649
           4            -0.582518            -0.582576          0.000200706
           5            -0.582367            -0.582535          0.000164868
           6            -0.583496            -0.582695          0.000200682
           7            -0.582836            -0.582715          0.000173024
           8            -0.582517             -0.58269          0.000153159
           9            -0.583767             -0.58281          0.000176815
          10             -0.58193            -0.582722          0.000179679
          11              -0.5825            -0.582702          0.000164473
          12            -0.583769            -0.582791          0.000173144
          13            -0.582221            -0.582747          0.000165281
          14            -0.582042            -0.582697          0.000160952
          15            -0.582966            -0.582715          0.000151224
          16            -0.583182            -0.582744          0.000144563
          17            -0.582722            -0.582742          0.000136065
          18            -0.582546            -0.582732          0.000128941
          19            -0.582394            -0.582714          0.000123375
          20            -0.582847             -0.58272          0.000117387
          21            -0.582738            -0.582721            0.0001118
          22            -0.583929            -0.582776          0.000119434
          23            -0.582586            -0.582768          0.000114528
          24            -0.582932            -0.582775           0.00010996
          25            -0.582722            -0.582773          0.000105582
          26            -0.581577            -0.582727          0.000111088
          27            -0.582758            -0.582728          0.000106979
          28            -0.583296            -0.582748          0.000105066
          29             -0.58306            -0.582759          0.000101992
          30            -0.582491             -0.58275          9.89817e-05
