#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              14.6874              14.6874                    0
           2               14.677              14.6822           0.00370193
           3              14.7702              14.7115            0.0240665
           4               14.671              14.7014            0.0200661
           5              14.5628              14.6737            0.0295421
           6              14.8369              14.7009             0.034969
           7              14.6722              14.6968            0.0302125
           8              14.5931              14.6838            0.0290815
           9              14.6089              14.6755            0.0270154
          10              14.5796              14.6659            0.0259613
          11              14.7954              14.6777            0.0261328
          12              14.6017              14.6714              0.02471
          13              14.6049              14.6662            0.0233325
          14              14.6375              14.6642            0.0217558
          15              14.6228              14.6614            0.0204799
          16              14.5587               14.655            0.0201817
          17              14.6188              14.6529            0.0191067
          18              14.7528              14.6584            0.0188344
          19              14.8233              14.6671            0.0197409
          20              14.7318              14.6703             0.019017
          21              14.6342              14.6686            0.0181892
          22              14.6662              14.6685            0.0173627
          23              14.7126              14.6704            0.0167132
          24              14.7067              14.6719            0.0160851
          25              14.7878              14.6766            0.0160954
          26              14.6752              14.6765            0.0154765
          27              14.5617              14.6723            0.0154766
          28              14.7741              14.6759             0.015345
          29              14.5863              14.6728             0.015124
          30              14.7184              14.6743            0.0146961
