#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              125.368              125.368                    0
           2              127.555              126.461             0.773217
           3              125.996              126.306             0.530825
           4               126.98              126.475             0.424032
           5              125.285              126.237             0.400411
           6              129.449              126.772             0.591727
           7              127.219              126.836             0.510624
           8              127.276              126.891             0.449753
           9                127.3              126.936             0.402068
          10              125.068               126.75             0.402929
          11               127.15              126.786             0.367939
          12              125.441              126.674              0.35394
          13               125.52              126.585             0.337661
          14              125.927              126.538             0.316798
          15              125.856              126.493              0.29892
          16              126.519              126.494             0.280242
          17              126.389              126.488             0.263826
          18              127.323              126.535             0.253217
          19               127.19              126.569             0.242225
          20                126.7              126.576             0.230203
          21               125.52              126.525             0.224667
          22                127.4              126.565             0.217948
          23              125.484              126.518             0.213477
          24              127.574              126.562             0.209062
          25              129.253               126.67             0.226719
          26              124.761              126.596             0.229572
          27              126.492              126.592             0.221102
          28              126.845              126.601              0.21339
          29              126.321              126.592              0.20625
          30              124.895              126.535             0.206985
