#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1                1.909                1.909                    0
           2               1.8142               1.8616            0.0335169
           3               1.9674              1.89687            0.0364478
           4               1.6734                1.841            0.0555703
           5               1.6033              1.79346            0.0615175
           6               1.8961              1.81057            0.0535903
           7               1.4464              1.75854            0.0665569
           8               1.9403              1.78126            0.0619939
           9               1.7341              1.77602            0.0553267
          10               1.9719              1.79561            0.0531485
          11               1.8879                1.804            0.0489745
          12               1.8995              1.81196            0.0455353
          13               1.7711              1.80882            0.0421409
          14               1.7178              1.80231            0.0396292
          15               1.5687              1.78674            0.0399305
          16               1.7247              1.78286            0.0376226
          17               1.7588              1.78145            0.0354361
          18               1.7615              1.78034            0.0334848
          19               1.7292              1.77765            0.0318304
          20               1.8571              1.78162            0.0304858
          21               1.5205              1.76919            0.0314679
          22               1.7787              1.76962            0.0300405
          23               1.6237              1.76327            0.0293967
          24               1.8117              1.76529             0.028241
          25               1.9765              1.77374            0.0283468
          26               1.9071              1.77887            0.0277168
          27               1.7269              1.77694             0.026757
          28                2.305               1.7958            0.0317596
          29               1.7695               1.7949            0.0306774
          30               1.5917              1.78812            0.0303934
          31               2.0039              1.79508            0.0301995
          32               1.7532              1.79378            0.0292841
          33               1.9166               1.7975            0.0286322
          34                1.762              1.79645            0.0278091
          35               1.2921              1.78204            0.0305206
          36                1.874               1.7846            0.0297795
          37               1.8915              1.78749            0.0291145
          38               1.6358              1.78349            0.0286206
          39               1.5847               1.7784             0.028337
          40               1.9187              1.78191            0.0278448
