#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              88.2623              88.2623                    0
           2              85.6335              86.9479             0.929423
           3              88.5866              87.4941             0.763439
           4              89.8572              88.0849              0.76785
           5              86.4373              87.7554             0.681328
           6              86.8776              87.6091             0.583267
           7              87.8096              87.6377             0.500646
           8              88.0867              87.6939               0.4412
           9              87.1467              87.6331             0.396344
          10              89.2288              87.7926             0.387502
          11              87.7767              87.7912             0.352278
          12              88.6727              87.8646             0.330492
          13              88.4676               87.911             0.308307
          14              86.5583              87.8144             0.301045
          15              88.0013              87.8269             0.281233
          16              88.7996              87.8877             0.270148
          17              88.7137              87.9363             0.258589
          18              88.2062              87.9513             0.244658
          19              87.3932              87.9219             0.233537
          20              89.7477              88.0132             0.239039
          21              87.4294              87.9854             0.229267
          22              88.5177              88.0096             0.220119
          23              86.6102              87.9487             0.218796
          24               87.269              87.9204             0.211504
          25               86.797              87.8755             0.207763
          26              90.4537              87.9746              0.22218
          27              87.3037              87.9498             0.215337
          28              87.6989              87.9408             0.207832
          29              90.1781               88.018             0.214507
          30               89.805              88.0775             0.215469
          31              89.8386              88.1343             0.215877
          32              89.5291              88.1779             0.213486
          33              90.7739              88.2566             0.221036
          34              87.1735              88.2247             0.216818
          35              89.1204              88.2503             0.212128
          36               88.062              88.2451               0.2063
          37              86.3409              88.1936             0.207045
          38              87.7275              88.1814             0.201959
          39               88.303              88.1845             0.196805
          40              89.8152              88.2253             0.196062
