     MU:      SIGMA:     E_MEASURED:    ERROR:
    -0.82748     0.62006    -0.43608   0.0037448
    -0.72637     0.91862    -0.18217    0.012741
     -0.5563     0.95891    -0.21258    0.010593
    -0.62332     0.76065    -0.33173    0.004931
    -0.39829     0.64643   -0.076038    0.005542
    -0.27023     0.87605    -0.21905   0.0046618
    -0.16572     0.84976    -0.18604   0.0045455
    0.085062     0.93083    -0.23913   0.0060752
    0.085062     0.93083    -0.23913   0.0060752
     0.18473      0.7145   -0.005713   0.0059581
   -0.089616     0.99397     -0.2614   0.0055763
  -0.0042589      1.1802     -0.1204    0.018406
     -0.1447      1.0312    -0.25163    0.011161
   -0.088446     0.79192    -0.10267   0.0056936
   -0.088446     0.79192    -0.10267   0.0056936
   -0.088446     0.79192    -0.10267   0.0056936
   -0.037664      1.0324    -0.24925   0.0090992
     0.23186     0.99068    -0.24751   0.0072057
     0.23186     0.99068    -0.24751   0.0072057
     0.23186     0.99068    -0.24751   0.0072057
    0.099794      1.0377    -0.25021   0.0073051
     0.36984      1.0439    -0.20712    0.013388
     0.26975      1.1588   -0.079044    0.020494
     0.26975      1.1588   -0.079044    0.020494
     0.26975      1.1588   -0.079044    0.020494
    0.039275      1.2339 -0.00082198    0.021757
    0.039275      1.2339 -0.00082198    0.021757
     0.30993      1.0494     -0.2183     0.01024
    0.072099      1.2129   0.0096192    0.027719
    0.072099      1.2129   0.0096192    0.027719
    0.078163      1.1426    -0.13737    0.017754
     0.32866     0.98397    -0.22977    0.011058
     0.23529     0.90904    -0.23651   0.0052913
     0.52684     0.75327    -0.27129   0.0041821
     0.77103     0.56334    -0.41907   0.0033203
     0.77103     0.56334    -0.41907   0.0033203
     0.97432     0.60172    -0.32135   0.0044285
     0.88594     0.71353    -0.33667   0.0086778
     0.98969     0.62249    -0.28482   0.0057702
     0.73395     0.91178    -0.15441    0.014332
     0.73395     0.91178    -0.15441    0.014332
     0.73395     0.91178    -0.15441    0.014332
     0.59555     0.68083    -0.31875   0.0032438
     0.59555     0.68083    -0.31875   0.0032438
     0.63025     0.46324    -0.15894   0.0071151
     0.63025     0.46324    -0.15894   0.0071151
     0.54798     0.61728    -0.25449   0.0035098
     0.54798     0.61728    -0.25449   0.0035098
     0.63079     0.46466    -0.16049   0.0073789
     0.79564     0.46081    -0.13831   0.0083701
     0.60072     0.66279    -0.32488   0.0032321
     0.60072     0.66279    -0.32488   0.0032321
     0.68206     0.59772    -0.39534   0.0021992
     0.68206     0.59772    -0.39534   0.0021992
     0.69035     0.65644    -0.39622   0.0026943
     0.69035     0.65644    -0.39622   0.0026943
     0.69035     0.65644    -0.39622   0.0026943
     0.69035     0.65644    -0.39622   0.0026943
     0.69035     0.65644    -0.39622   0.0026943
     0.55076     0.73311    -0.29719   0.0039257
      0.6289     0.73574    -0.34365   0.0037077
      0.6289     0.73574    -0.34365   0.0037077
     0.64597      0.8743     -0.2697   0.0089836
     0.67937     0.63543    -0.39465   0.0026185
     0.47777     0.72202    -0.23356   0.0040661
     0.50308     0.83971    -0.28247   0.0056465
     0.34501      0.6739   -0.050862   0.0059031
     0.27006     0.84633    -0.20557   0.0047908
     0.27006     0.84633    -0.20557   0.0047908
