#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              13.2284              13.2284                    0
           2              12.4778              12.8531             0.265377
           3              12.0088              12.5717             0.290005
           4              12.9826              12.6744             0.234997
           5              11.7316              12.4858             0.252561
           6              13.4079              12.6395             0.252937
           7              12.8039               12.663              0.21789
           8              11.8753              12.5645             0.211736
           9              12.3941              12.5456             0.189054
          10               13.682              12.6592             0.201428
          11              15.4932              12.9169             0.306386
          12              12.0652              12.8459             0.288957
          13              13.8575              12.9237             0.277009
          14              14.2302               13.017             0.272489
          15              12.3386              12.9718             0.258049
          16              13.9155              13.0308              0.24857
          17              17.4731              13.2921             0.344963
          18              14.8605              13.3792             0.336623
          19              12.9401              13.3561             0.319698
          20              14.1905              13.3978             0.306423
          21              11.6435              13.3143             0.303006
          22              14.0176              13.3463             0.290914
          23              13.7834              13.3653             0.278886
          24               15.297              13.4458             0.278638
          25              14.3339              13.4813             0.269748
          26               15.862              13.5729             0.274475
          27              14.7152              13.6152              0.26755
          28              15.8107              13.6936              0.26924
          29              12.3569              13.6475             0.263871
          30              12.8668              13.6215             0.256356
          31              13.4485              13.6159             0.248147
          32               13.551              13.6139             0.240401
          33              13.4835              13.6099             0.233148
          34              17.7482              13.7316             0.256098
          35              14.6627              13.7582             0.250159
          36              13.6949              13.7565             0.243216
          37              12.4804               13.722             0.239076
          38              11.8107              13.6717             0.238016
          39              12.4096              13.6393             0.234103
          40               11.828               13.594             0.232588
