#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.840948            -0.840948                    0
           2             -0.84134            -0.841144          0.000138593
           3             -0.84284            -0.841709          0.000470749
           4             -0.84388            -0.842252          0.000587808
           5            -0.840716            -0.841945          0.000544637
           6            -0.844532            -0.842376           0.00060078
           7             -0.84488            -0.842734          0.000612256
           8            -0.840076            -0.842402          0.000619331
           9            -0.840068            -0.842142          0.000602349
          10            -0.843924             -0.84232          0.000567856
          11            -0.839636            -0.842076          0.000566247
          12            -0.842944            -0.842149          0.000523655
          13            -0.843832            -0.842278          0.000499127
          14            -0.840036            -0.842118          0.000488494
          15            -0.839048            -0.841913          0.000496957
          16            -0.843544            -0.842015          0.000476233
          17              -0.8412            -0.841967          0.000450627
          18            -0.842764            -0.842012          0.000427761
          19            -0.843872            -0.842109          0.000416303
          20            -0.840808            -0.842044          0.000400542
          21             -0.84322              -0.8421           0.00038536
          22             -0.83922            -0.841969          0.000389451
          23            -0.836344            -0.841725          0.000442708
          24            -0.840852            -0.841689          0.000425753
          25            -0.843004            -0.841741          0.000411962
          26            -0.843312            -0.841802          0.000400523
          27             -0.84354            -0.841866           0.00039083
          28             -0.83938            -0.841777          0.000386825
          29            -0.839596            -0.841702          0.000380728
          30            -0.840124            -0.841649          0.000371652
          31            -0.840748             -0.84162          0.000360799
          32              -0.8415            -0.841617          0.000349544
          33            -0.842552            -0.841645          0.000340099
          34            -0.839596            -0.841585          0.000335392
          35               -0.842            -0.841596          0.000326019
          36            -0.842172            -0.841612          0.000317355
          37            -0.844068            -0.841679          0.000315641
          38            -0.843356            -0.841723          0.000310405
          39              -0.8435            -0.841769          0.000305772
          40            -0.838788            -0.841694          0.000307073
