#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              23.1138              23.1138                    0
           2               22.507              22.8104             0.214541
           3              22.6289              22.7499             0.151318
           4              23.1845              22.8586             0.147415
           5              21.9541              22.6777             0.200218
           6              21.9894               22.563             0.196984
           7              22.0433              22.4887             0.182299
           8               23.021              22.5553             0.171224
           9              23.1821              22.6249             0.165761
          10              22.4944              22.6119             0.149698
          11              21.9122              22.5483             0.148989
          12              21.6915              22.4769             0.152727
          13              21.3635              22.3912             0.163234
          14               21.944              22.3593             0.154669
          15               21.836              22.3244             0.148239
          16              22.8573              22.3577             0.142667
          17              21.9542               22.334             0.136234
          18               21.985              22.3146             0.130038
          19              22.1221              22.3044             0.123588
          20              22.8996              22.3342             0.120938
          21              22.7008              22.3517             0.116432
          22              21.0738              22.2936              0.12479
          23              22.7124              22.3118             0.120685
          24              22.2057              22.3074             0.115738
          25               22.201              22.3031             0.111186
          26              21.8511              22.2857             0.108261
          27                22.51               22.294             0.104569
          28              21.1083              22.2517             0.109073
          29              22.7656              22.2694             0.106742
          30              21.8213              22.2545             0.104223
          31              21.4082              22.2272             0.104375
          32              21.7697              22.2129             0.102088
          33              22.0962              22.2093            0.0990558
          34              22.5877              22.2205            0.0967655
          35              21.3339              22.1951            0.0972594
          36              21.4454              22.1743            0.0967615
          37              21.9035               22.167            0.0944229
          38              21.9401               22.161            0.0921265
          39              22.0254              22.1575            0.0898299
          40              22.9843              22.1782            0.0899305
