#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              41.1626              41.1626                    0
           2              42.7867              41.9746              0.57422
           3              42.6903              42.2132              0.42952
           4              42.7351              42.3437             0.341385
           5              41.4826              42.1715             0.313549
           6              41.0053              41.9771             0.315842
           7              41.8436               41.958             0.271298
           8              40.4065              41.7641             0.298767
           9              37.6744              41.3097             0.504057
          10              39.2265              41.1014             0.494829
          11              36.4523              40.6787             0.603943
          12               40.333              40.6499             0.554301
          13              40.6483              40.6498             0.511662
          14              38.8707              40.5227             0.490642
          15              40.0093              40.4885             0.459125
          16              41.8632              40.5744             0.438395
          17              41.3638              40.6208             0.415059
          18              43.2081              40.7646             0.416146
          19              40.7585              40.7643             0.394243
          20              34.2444              40.4383             0.491153
          21               41.724              40.4995             0.471565
          22              38.6543              40.4156             0.457529
          23              37.9559              40.3087             0.449961
          24              42.5816              40.4034             0.441067
          25              40.2233              40.3962             0.423483
          26               35.892              40.2229             0.441209
          27              42.4443              40.3052             0.432471
          28              42.0937              40.3691             0.421716
          29              39.4885              40.3387             0.408266
          30              41.7871               40.387             0.397501
