#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              19.4377              19.4377                    0
           2              18.9938              19.2158             0.156925
           3              19.2144              19.2153             0.104617
           4              19.7642              19.3525             0.142404
           5              19.1079              19.3036             0.122042
           6               18.944              19.2437              0.11548
           7              19.8699              19.3331             0.129068
           8               19.383              19.3394             0.113085
           9              18.2956              19.2234             0.148524
          10              18.3184              19.1329             0.158871
          11              20.1115              19.2219             0.167496
          12              19.3216              19.2302             0.153744
          13              19.3933              19.2427             0.142429
          14              19.2312              19.2419             0.132257
          15              19.7282              19.2743             0.127352
          16              19.9432              19.3161             0.126068
          17              18.4507              19.2652             0.128521
          18              18.1911              19.2055             0.134522
          19              18.9903              19.1942             0.127918
          20              19.3223              19.2006             0.121682
          21               19.668              19.2229             0.117906
          22              19.6718              19.2433             0.114298
          23              18.8795              19.2275             0.110418
          24              19.3778              19.2337             0.105994
          25              19.7675              19.2551             0.103883
          26              19.0568              19.2474             0.100167
          27              18.7494               19.229            0.0981404
          28              19.4284              19.2361            0.0948933
          29              19.0992              19.2314            0.0917385
          30              18.4304              19.2047            0.0924843
