#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.960157            -0.960157                    0
           2            -0.961729            -0.960943          0.000555786
           3            -0.960566            -0.960817          0.000384425
           4            -0.957362            -0.959954          0.000801657
           5            -0.959932            -0.959949          0.000641337
           6            -0.961041            -0.960131          0.000559655
           7            -0.956307            -0.959585          0.000697074
           8            -0.962719            -0.959977          0.000711572
           9            -0.962604            -0.960269          0.000689795
          10             -0.96278             -0.96052          0.000664962
          11            -0.958727            -0.960357           0.00062416
          12            -0.960419            -0.960362          0.000572168
          13            -0.960833            -0.960398            0.0005293
          14            -0.960737            -0.960422          0.000492045
          15            -0.960942            -0.960457          0.000460462
          16            -0.959616            -0.960404          0.000434673
          17            -0.963514            -0.960587          0.000445941
          18            -0.963173            -0.960731          0.000443694
          19            -0.962193            -0.960808           0.00042696
          20            -0.960782            -0.960807          0.000405614
          21            -0.959559            -0.960747          0.000390625
          22            -0.960103            -0.960718          0.000373964
          23            -0.960349            -0.960702          0.000358049
          24            -0.959749            -0.960662          0.000345326
          25             -0.95978            -0.960627          0.000333311
          26            -0.960195             -0.96061          0.000320905
          27            -0.962743            -0.960689          0.000318594
          28            -0.960922            -0.960698          0.000307324
          29            -0.961786            -0.960735          0.000299008
          30            -0.963217            -0.960818          0.000300265
