#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              32.9962              32.9962                    0
           2              33.3354              33.1658             0.119925
           3              32.8306              33.0541             0.121313
           4              33.1182              33.0701            0.0920382
           5              30.6364              32.5834             0.441533
           6              34.2726              32.8649              0.44882
           7              32.1415              32.7616             0.396423
           8              30.3918              32.4653             0.443954
           9              30.9293              32.2947              0.42617
          10              28.7198              31.9372             0.511988
          11              28.2693              31.6037             0.563662
          12              30.7906               31.536             0.520747
          13              30.9252               31.489             0.482804
          14              30.2516              31.4006             0.456337
          15              28.2231              31.1888             0.472531
          16              33.7382              31.3481             0.469095
          17              32.2905              31.4036             0.444764
          18              33.8727              31.5407             0.440701
          19              32.8762               31.611             0.423075
          20              30.6546              31.5632             0.404615
          21              32.7383              31.6192             0.389198
          22              32.7252              31.6694              0.37474
          23              33.0711              31.7304             0.363369
          24              32.0311              31.7429             0.348444
          25              30.3914              31.6888             0.338674
          26              29.6017              31.6086             0.335027
          27              33.7005              31.6861             0.331456
          28              31.4187              31.6765             0.319756
          29               32.054              31.6895             0.308995
          30              32.2796              31.7092              0.29932
