#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              21.0887              21.0887                    0
           2              21.0437              21.0662            0.0158916
           3              21.8929              21.3418             0.225236
           4              20.1802              21.0514             0.302952
           5              21.4565              21.1324             0.252967
           6              21.0235              21.1143             0.211456
           7              21.1701              21.1222             0.181398
           8              22.2839              21.2674             0.208908
           9              21.2276               21.263             0.185743
          10              21.2338              21.2601             0.167192
          11              20.9999              21.2364             0.153656
          12              21.5005              21.2584             0.142418
          13              20.9638              21.2358             0.133254
          14              21.0505              21.2225             0.124391
          15               21.766              21.2588             0.121261
          16              21.5034              21.2741             0.114642
          17              20.3782              21.2214             0.119397
          18              20.8137              21.1987             0.114892
          19              21.8966              21.2354             0.114567
          20              20.9512              21.2212             0.109716
          21              21.3062              21.2253             0.104566
          22              21.8813              21.2551             0.103978
          23              20.6317               21.228             0.102929
          24              21.2696              21.2297            0.0986551
          25              20.9441              21.2183            0.0953679
          26              21.6026              21.2331            0.0928381
          27              21.9135              21.2583            0.0927567
          28              21.4195               21.264            0.0896225
          29              21.8428               21.284            0.0887265
          30              20.8421              21.2693            0.0869829
