#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.928575            -0.928575                    0
           2            -0.929338            -0.928956          0.000269549
           3            -0.929505            -0.929139            0.0002336
           4            -0.927258            -0.928669          0.000443296
           5            -0.930057            -0.928947          0.000432896
           6             -0.92685            -0.928597          0.000481506
           7            -0.927716            -0.928471           0.00042886
           8            -0.932337            -0.928954          0.000587452
           9            -0.928858            -0.928944          0.000522276
          10            -0.930938            -0.929143          0.000506706
          11            -0.930858            -0.929299          0.000484016
          12            -0.928539            -0.929236          0.000447805
          13            -0.925032            -0.928912          0.000517097
          14            -0.931118             -0.92907           0.00050358
          15            -0.926596            -0.928905          0.000496282
          16             -0.92801            -0.928849          0.000468409
          17            -0.931341            -0.928996          0.000463221
          18            -0.931521            -0.929136          0.000458237
          19            -0.926231            -0.928983          0.000458914
          20             -0.92611            -0.928839          0.000457894
          21            -0.928531            -0.928825          0.000436325
          22             -0.93084            -0.928916          0.000425999
          23            -0.926368            -0.928806          0.000421639
          24            -0.923277            -0.928575          0.000462742
          25             -0.92806            -0.928555          0.000444691
          26            -0.930325            -0.928623          0.000432768
          27            -0.932195            -0.928755          0.000436499
          28            -0.928103            -0.928732           0.00042153
          29            -0.926445            -0.928653          0.000414305
          30            -0.929878            -0.928694          0.000402501
