#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.618054            -0.618054                    0
           2            -0.617346              -0.6177          0.000250316
           3            -0.618516            -0.617972          0.000277883
           4            -0.619074            -0.618247          0.000316907
           5            -0.618227            -0.618243          0.000253551
           6            -0.618373            -0.618265          0.000212208
           7            -0.617661            -0.618179          0.000198669
           8            -0.618158            -0.618176          0.000173852
           9            -0.618468            -0.618209          0.000157531
          10            -0.617613            -0.618149          0.000152627
          11            -0.617242            -0.618066          0.000159492
          12            -0.618942            -0.618139          0.000162018
          13            -0.617857            -0.618118          0.000151007
          14            -0.616703            -0.618017          0.000170705
          15            -0.619148            -0.618092          0.000175197
          16            -0.618788            -0.618136          0.000169561
          17             -0.61804             -0.61813           0.00015968
          18            -0.618499             -0.61815          0.000152121
          19            -0.617574             -0.61812          0.000147105
          20            -0.618494            -0.618139           0.00014093
          21            -0.618482            -0.618155          0.000135165
          22            -0.619102            -0.618198          0.000135695
          23            -0.618278            -0.618202           0.00012984
          24            -0.618168              -0.6182          0.000124438
          25            -0.617499            -0.618172          0.000122579
          26            -0.617752            -0.618156          0.000118925
          27            -0.617982             -0.61815          0.000114696
          28            -0.618251            -0.618153          0.000110657
          29            -0.618777            -0.618175          0.000108911
          30            -0.617598            -0.618156          0.000106961
