#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              16.0696              16.0696                    0
           2               15.935              16.0023            0.0476056
           3              16.1731              16.0592             0.056285
           4               16.105              16.0707            0.0433609
           5              16.0597              16.0685            0.0347446
           6              16.2801              16.1037             0.043296
           7              15.9802              16.0861            0.0405496
           8              16.0207              16.0779            0.0362952
           9              16.1772               16.089            0.0338992
          10              16.1059              16.0906            0.0305516
          11              16.1029              16.0918            0.0277945
          12              16.0251              16.0862            0.0260272
          13              16.0595              16.0842            0.0241061
          14              16.1449              16.0885            0.0227709
          15               16.083              16.0881            0.0212558
          16              16.0066               16.083            0.0205283
          17              16.2025              16.0901            0.0204893
          18              16.2585              16.0994            0.0213804
          19              16.0963              16.0993            0.0202557
          20              16.2079              16.1047             0.019958
          21              16.1343              16.1061            0.0190575
          22              15.9938               16.101            0.0188622
          23              16.1262              16.1021            0.0180739
          24              15.9789               16.097            0.0180355
          25               16.275              16.1041            0.0186676
          26              16.1437              16.1056            0.0180117
          27              16.0844              16.1048            0.0173618
          28              16.3383              16.1131            0.0186366
          29              16.0449              16.1108            0.0181419
          30               16.061              16.1091            0.0176129
