#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              261.858              261.858                    0
           2              261.371              261.614             0.172218
           3              262.052               261.76             0.165432
           4              254.249              259.882              1.63094
           5              252.844              258.475              1.81324
           6               270.17              260.424              2.33446
           7              250.528               259.01              2.39101
           8              260.139              259.151              2.09629
           9              263.526              259.637              1.91891
          10              261.282              259.802              1.73405
          11              267.079              260.463              1.69791
          12              251.756              259.738              1.70443
          13              258.954              259.677              1.57439
          14              275.059              260.776              1.80502
          15              263.942              260.987              1.69698
          16              251.978              260.424              1.68174
          17              266.422              260.777               1.6194
          18              257.339              260.586              1.54066
          19              253.178              260.196              1.50809
          20              255.006              259.936              1.45484
          21              263.231              260.093                1.394
          22               262.75              260.214              1.33586
          23              255.069               259.99              1.29637
          24              242.007              259.241              1.44275
          25              262.154              259.358              1.38974
          26              258.466              259.323              1.33671
          27              258.212              259.282              1.28783
          28              260.444              259.324              1.24251
          29              265.795              259.547              1.21954
          30              240.332              258.906              1.33653
          31              255.156              258.785              1.29888
          32               250.58              258.529              1.28336
          33              256.817              258.477              1.24551
          34              261.143              258.555              1.21135
          35              245.644              258.187              1.23163
          36              259.119              258.212              1.19769
          37              260.903              258.285              1.16753
          38              254.012              258.173               1.1422
          39              253.183              258.045              1.12006
          40              260.483              258.106              1.09371
