#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.710372            -0.710372                    0
           2             -0.70732            -0.708846           0.00107904
           3            -0.706928            -0.708207          0.000888809
           4            -0.708032            -0.708163          0.000667679
           5            -0.708464            -0.708223           0.00053685
           6            -0.706752            -0.707978          0.000500247
           7            -0.707748            -0.707945          0.000429861
           8            -0.707016            -0.707829          0.000391504
           9             -0.70648            -0.707679          0.000375602
          10            -0.709556            -0.707867          0.000382069
          11            -0.710376            -0.708095          0.000409811
          12            -0.706656            -0.707975          0.000392811
          13            -0.712092            -0.708292          0.000473344
          14            -0.707964            -0.708268          0.000440112
          15            -0.710832            -0.708439          0.000442716
          16             -0.70758            -0.708386           0.00041829
          17            -0.708336            -0.708383          0.000393695
          18            -0.707108            -0.708312          0.000378137
          19            -0.709484            -0.708373          0.000363234
          20             -0.70558            -0.708234          0.000370955
          21            -0.709344            -0.708287          0.000357038
          22            -0.708664            -0.708304          0.000341221
          23             -0.70636            -0.708219          0.000336689
          24            -0.706268            -0.708138          0.000332332
          25             -0.71004            -0.708214          0.000327631
          26             -0.70914             -0.70825           0.00031696
          27            -0.707916            -0.708237          0.000305461
          28             -0.71038            -0.708314          0.000303986
          29            -0.707644            -0.708291           0.00029438
          30            -0.709328            -0.708325          0.000286591
          31             -0.70758            -0.708301          0.000278352
          32            -0.709716            -0.708346          0.000273142
          33            -0.707912            -0.708332          0.000265181
          34            -0.709212            -0.708358           0.00025864
          35              -0.7067            -0.708311          0.000255553
          36            -0.706564            -0.708262          0.000253019
          37             -0.70696            -0.708227          0.000248617
          38             -0.70972            -0.708266          0.000245159
          39            -0.707384            -0.708244          0.000239915
          40            -0.708044            -0.708239          0.000233969
