#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              19.5967              19.5967                    0
           2              19.5138              19.5553            0.0293259
           3              20.0439              19.7181             0.134414
           4              19.2419              19.5991             0.144199
           5              19.1918              19.5176             0.136443
           6              19.4938              19.5136              0.11376
           7              19.4134              19.4993            0.0984056
           8              19.4048              19.4875            0.0868107
           9               19.572              19.4969            0.0776714
          10               18.825              19.4297            0.0946011
          11              19.7006              19.4543            0.0891485
          12              19.6013              19.4666            0.0825558
          13               19.197              19.4459            0.0787661
          14              19.0063              19.4145              0.07915
          15               19.866              19.4446            0.0793923
          16              19.5153               19.449            0.0745532
          17              19.1847              19.4334              0.07177
          18              19.7469              19.4509            0.0698632
          19              18.8996              19.4218            0.0719597
          20              19.5254               19.427            0.0685479
          21               19.516              19.4313            0.0654147
          22               19.187              19.4202            0.0633768
          23              19.6406              19.4297            0.0613421
          24              19.5733              19.4357            0.0590769
          25              19.5203              19.4391            0.0568107
          26              19.3825              19.4369            0.0546673
          27              19.2227               19.429            0.0532151
          28              19.5658              19.4339            0.0515384
          29              20.0769              19.4561            0.0543223
          30              19.2942              19.4507            0.0527788
          31              19.3991               19.449            0.0511025
          32              19.2613              19.4431            0.0498408
          33              19.2125              19.4361            0.0488179
          34              19.5955              19.4408            0.0476065
          35               18.965              19.4272            0.0481481
          36              19.3116               19.424            0.0469177
          37              19.1371              19.4163            0.0462861
          38              19.2753              19.4126            0.0452166
          39              19.7306              19.4207            0.0447866
          40              19.8135              19.4305            0.0447306
