#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              21.4424              21.4424                    0
           2              19.6807              20.5616             0.622855
           3              18.0026              19.7086             0.810848
           4              16.9794              19.0263             0.847922
           5              17.9746              18.8159             0.703942
           6              18.2455              18.7209             0.593004
           7              16.0885              18.3448             0.616093
           8              18.8488              18.4078             0.542293
           9              16.5274              18.1989             0.520734
          10              15.9798               17.977             0.513772
          11              16.6625              17.8575             0.480761
          12              19.0037               17.953             0.450087
          13              18.7086              18.0111             0.419201
          14               19.638              18.1273             0.405045
          15              20.2142              18.2664             0.401224
          16              19.2568              18.3283             0.380892
          17              18.2075              18.3212             0.358553
          18              20.4145              18.4375             0.356995
          19               19.402              18.4883             0.341796
          20               18.464              18.4871             0.324708
          21              18.9702              18.5101              0.31006
          22              18.2646              18.4989             0.296167
          23              17.8687              18.4715             0.284555
          24              19.1029              18.4978             0.273912
          25              17.4319              18.4552             0.266253
          26              21.1209              18.5577             0.275045
          27              19.9401              18.6089             0.269582
          28              19.6859              18.6474             0.262683
          29              19.8889              18.6902              0.25709
          30              17.2904              18.6435             0.252719
          31              21.3931              18.7322             0.259665
          32              19.9214              18.7694             0.254196
          33              22.2444              18.8747             0.267417
          34              17.7447              18.8415             0.261609
          35              20.4596              18.8877             0.258187
          36              16.5412              18.8225             0.259112
          37              18.4785              18.8132             0.252276
          38              18.0577              18.7933             0.246419
          39              20.9825              18.8495             0.246411
          40              17.3455              18.8119             0.243102
