#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              994.941              994.941                    0
           2              1046.26               1020.6              18.1446
           3              1004.42              1015.21              12.8729
           4              948.482              998.527              17.3759
           5              1116.94              1022.21              25.3361
           6              1007.38              1019.74              21.2336
           7              1001.74              1017.17              18.3552
           8              1106.34              1028.31              19.1487
           9              993.095               1024.4              17.4163
          10              1038.14              1025.77              15.7288
          11              939.575              1017.94              16.1334
          12              1020.29              1018.13              14.7901
          13              1110.78              1025.26              15.2733
          14              1035.74              1026.01              14.2007
          15              974.021              1022.54              13.6704
          16              1047.36               1024.1              12.9036
          17              945.941               1019.5              12.9377
          18              1015.55              1019.28              12.2208
          19              1068.85              1021.89              11.8528
          20              980.933              1019.84              11.4357
          21              976.225              1017.76              11.0781
          22              1078.66              1020.53              10.9149
          23              992.568              1019.32              10.5079
          24              1088.44               1022.2              10.4573
          25              1081.97              1024.59              10.3088
          26              966.911              1022.37              10.1481
          27              1044.31              1023.18              9.80477
          28              1025.22              1023.25              9.45487
          29              1021.33              1023.19              9.12908
          30              994.747              1022.24              8.87386
          31              975.951              1020.75              8.71233
          32              984.423              1019.61              8.51369
          33              906.039              1016.17              8.92425
          34              1017.41              1016.21              8.66184
          35              1016.89              1016.23              8.41438
          36              955.769              1014.55              8.34655
          37              1096.89              1016.77              8.41244
          38              1028.52              1017.08              8.19674
          39              1065.98              1018.33              8.08191
          40              1046.96              1019.05              7.91149
