#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.877528            -0.877528                    0
           2            -0.875056            -0.876292          0.000873984
           3            -0.875912            -0.876165          0.000591764
           4             -0.87386            -0.875589          0.000667906
           5              -0.8778            -0.876031          0.000664783
           6            -0.877684            -0.876307          0.000608387
           7            -0.876356            -0.876314          0.000521515
           8            -0.878264            -0.876558          0.000510133
           9            -0.873768            -0.876248          0.000539454
          10            -0.877136            -0.876336           0.00049277
          11            -0.873436            -0.876073          0.000513695
          12            -0.876888            -0.876141          0.000475359
          13            -0.879896             -0.87643          0.000519198
          14            -0.875508            -0.876364          0.000486267
          15            -0.873828            -0.876195          0.000482339
          16            -0.876112             -0.87619          0.000452221
          17            -0.872576            -0.875977          0.000472944
          18            -0.879068            -0.876149          0.000476828
          19            -0.880296            -0.876367          0.000499199
          20            -0.875136            -0.876305          0.000478018
          21            -0.874796            -0.876234          0.000460628
          22             -0.87766            -0.876298           0.00044423
          23            -0.872264            -0.876123          0.000458239
          24            -0.877752            -0.876191          0.000444145
          25            -0.878896            -0.876299          0.000439363
          26            -0.877536            -0.876347          0.000425032
          27            -0.876468            -0.876351          0.000409314
          28            -0.876112            -0.876343          0.000394785
          29             -0.87726            -0.876374          0.000382437
          30            -0.872844            -0.876257           0.00038737
          31            -0.873696            -0.876174          0.000383579
          32            -0.874404            -0.876119          0.000375559
          33            -0.872656            -0.876014          0.000378552
          34            -0.875724            -0.876005          0.000367514
          35            -0.877372            -0.876044          0.000359083
          36            -0.875492            -0.876029          0.000349436
          37             -0.87836            -0.876092          0.000345625
          38              -0.8774            -0.876126          0.000338239
          39            -0.877996            -0.876174          0.000332947
          40            -0.876812             -0.87619          0.000325004
