#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              21.4462              21.4462                    0
           2              23.5632              22.5047             0.748455
           3              21.9131              22.3075             0.524303
           4               21.233              22.0389             0.456891
           5              22.8047               22.192             0.390343
           6              21.5086              22.0781             0.341502
           7              22.2442              22.1019             0.293539
           8              21.0744              21.9734             0.283553
           9              22.1649              21.9947             0.252844
          10              23.2873              22.1239             0.258495
          11               20.993              22.0211             0.254621
          12              21.9307              22.0136             0.233514
          13              22.0106              22.0134             0.215552
          14              22.3716               22.039             0.201668
          15              20.8392               21.959             0.203467
          16              22.0943              21.9674             0.190926
          17              21.3178              21.9292              0.18348
          18              20.8073              21.8669             0.183568
          19              21.9366              21.8706             0.173944
          20              20.9116              21.8226             0.171728
          21              21.8742              21.8251             0.163568
          22              22.3362              21.8483             0.157774
          23              21.8648               21.849             0.150916
          24              22.3646              21.8705             0.146149
          25              21.8666              21.8703             0.140303
          26              20.7715              21.8281             0.141129
          27              22.0092              21.8348             0.136061
          28               20.335              21.7812             0.141353
          29               21.817              21.7825             0.136484
          30              22.1521              21.7948             0.132489
          31              21.4181              21.7826             0.128771
          32              21.7987              21.7831             0.124748
          33               20.837              21.7545             0.124219
          34              22.4687              21.7755             0.122329
          35              21.1508              21.7576             0.120129
          36              21.5723              21.7525             0.116902
          37              22.0101              21.7594              0.11395
          38              20.5916              21.7287             0.115021
          39              21.7329              21.7288             0.112072
          40               22.571              21.7499              0.11123
