#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              96.7496              96.7496                    0
           2              96.8199              96.7847            0.0248529
           3               95.826              96.4652             0.261455
           4              95.5055              96.2253             0.285693
           5              96.9784              96.3759             0.265309
           6              95.3519              96.2052             0.270466
           7              94.5919              95.9748             0.315077
           8               96.758              96.0727             0.290505
           9              98.8321              96.3793             0.387615
          10              96.0106              96.3424             0.350602
          11              95.4769              96.2637             0.327438
          12              96.4355               96.278             0.300464
          13              96.1385              96.2673             0.277543
          14              97.3512              96.3447               0.2683
          15              96.3999              96.3484             0.250438
          16              96.4175              96.3527             0.234823
          17              94.8705              96.2655             0.236644
          18              96.5674              96.2823             0.224091
          19              96.2808              96.2822             0.212296
          20              96.3353              96.2849             0.201698
          21              96.8885              96.3136             0.194131
          22              97.3227              96.3595             0.190648
          23              93.6479              96.2416             0.215754
          24               96.219              96.2406             0.206767
          25               96.134              96.2364              0.19854
          26              95.5602              96.2104               0.1926
          27              96.3453              96.2154             0.185531
          28              95.2477              96.1808             0.182096
          29              95.2632              96.1492             0.178544
          30              96.0262              96.1451              0.17264
