#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1             -0.52961             -0.52961                    0
           2            -0.531572            -0.530591          0.000693813
           3             -0.53037            -0.530517          0.000466416
           4            -0.529022            -0.530143          0.000476695
           5            -0.530926              -0.5303          0.000406215
           6            -0.531039            -0.530423          0.000356714
           7            -0.530022            -0.530366          0.000310331
           8            -0.530484             -0.53038          0.000271892
           9            -0.531867            -0.530546          0.000287516
          10            -0.530039            -0.530495          0.000263188
          11            -0.530574            -0.530502           0.00023936
          12            -0.530426            -0.530496          0.000219497
          13            -0.530525            -0.530498          0.000202624
          14             -0.53079            -0.530519          0.000189223
          15             -0.53093            -0.530546          0.000178585
          16            -0.531334            -0.530596          0.000174081
          17            -0.530312            -0.530579          0.000164639
          18             -0.53061            -0.530581          0.000155501
          19            -0.530266            -0.530564          0.000148198
          20            -0.530119            -0.530542          0.000142448
          21             -0.53019            -0.530525          0.000136649
          22             -0.53204            -0.530594          0.000146765
          23            -0.530142            -0.530574          0.000141691
          24            -0.530542            -0.530573          0.000135794
          25            -0.530049            -0.530552          0.000131971
          26            -0.529635            -0.530517          0.000131522
          27            -0.531054            -0.530537          0.000128145
          28            -0.530692            -0.530542          0.000123688
          29            -0.531721            -0.530583          0.000125924
          30            -0.530233            -0.530571          0.000122265
