#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              1.97824              1.97824                    0
           2               1.8732              1.92572            0.0371372
           3              1.87702              1.90949            0.0280829
           4               2.0181              1.93664            0.0315688
           5               1.8773              1.92477            0.0273952
           6              2.03038              1.94237            0.0279169
           7              1.91102              1.93789            0.0242854
           8              1.76656              1.91648            0.0292044
           9              2.03778              1.92996            0.0289027
          10              2.12102              1.94906            0.0317048
          11              1.88838              1.94355            0.0292986
          12              2.01286              1.94932            0.0274205
          13              1.89722              1.94531            0.0256025
          14              1.95308              1.94587            0.0237797
          15               1.9129              1.94367            0.0222958
          16              1.87318              1.93927            0.0213331
          17               1.8764              1.93557            0.0203962
          18               2.1311              1.94643            0.0219662
          19              2.04112              1.95141             0.021368
          20              1.97258              1.95247            0.0203258
          21              1.70674              1.94077            0.0224751
          22              2.05738              1.94607            0.0220697
          23              1.80538              1.93995            0.0219415
          24              1.76844              1.93281            0.0221605
          25               1.8766              1.93056            0.0213879
          26              1.86954              1.92821            0.0206936
          27               1.8031              1.92358            0.0204394
          28               2.1109              1.93027            0.0207755
          29               1.9017              1.92928            0.0200824
          30              1.80204              1.92504            0.0198559
