#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              10.9451              10.9451                    0
           2              9.84766              10.3964             0.388018
           3              11.6916              10.8281             0.437234
           4              11.5195               11.001             0.360475
           5              10.1349              10.8278              0.32736
           6              11.1083              10.8745             0.276119
           7              10.6665              10.8448             0.238267
           8              10.7114              10.8281             0.209066
           9              10.2415              10.7629             0.195734
          10              10.1605              10.7027             0.185201
          11              9.68148              10.6099             0.190215
          12              10.7389              10.6206             0.174668
          13              10.3564              10.6003              0.16241
          14              9.71918              10.5374             0.162547
          15              9.69504              10.4812             0.161118
          16              11.5601              10.5486             0.164555
          17              11.2942              10.5925             0.160613
          18               10.971              10.6135             0.153061
          19              10.8779              10.6274             0.145636
          20              10.6197               10.627             0.138355
          21              10.8847              10.6393             0.132309
          22              10.7776              10.6456             0.126445
          23              10.4834              10.6385             0.121143
          24              10.4298              10.6298             0.116408
          25              10.5759              10.6277             0.111771
          26              10.9429              10.6398             0.108128
          27              10.9661              10.6519             0.104796
          28              11.3252              10.6759             0.103776
          29               10.236              10.6608               0.1013
          30              9.81138              10.6325             0.101803
