#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1               21.712               21.712                    0
           2              21.7483              21.7301            0.0128405
           3              21.7917              21.7507            0.0188255
           4              21.6899              21.7355            0.0192912
           5              21.7987              21.7481            0.0191356
           6              21.6542              21.7325            0.0214143
           7              21.6893              21.7263             0.019222
           8              21.8023              21.7358             0.019025
           9              21.8411              21.7475            0.0201889
          10               21.744              21.7472            0.0181731
          11              21.6565              21.7389            0.0182948
          12              21.7364              21.7387            0.0167714
          13              21.6907               21.735            0.0158831
          14               21.954              21.7506            0.0210884
          15              22.2894              21.7866            0.0398928
          16              21.8163              21.7884            0.0374427
          17              21.8947              21.7947             0.035758
          18               21.264              21.7652            0.0442874
          19              22.1109              21.7834            0.0455415
          20              21.6007              21.7743            0.0441707
          21              21.5638              21.7642            0.0431891
          22              21.6708                21.76            0.0414342
          23              21.4475              21.7464            0.0418008
          24              22.1421              21.7629            0.0431882
          25              21.8671              21.7671            0.0416613
          26              21.5551              21.7589             0.040849
          27               21.896               21.764            0.0396505
          28              21.8926              21.7686            0.0384997
          29              22.3241              21.7877            0.0416655
          30              21.8499              21.7898            0.0403282
