#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.812386            -0.812386                    0
           2            -0.810683            -0.811534          0.000601889
           3             -0.81061            -0.811226          0.000473668
           4            -0.810687            -0.811091          0.000373923
           5            -0.812076            -0.811288          0.000347139
           6            -0.811481             -0.81132          0.000290761
           7            -0.810576            -0.811214          0.000267966
           8             -0.81183            -0.811291          0.000245296
           9            -0.811756            -0.811343          0.000223413
          10             -0.81141             -0.81135          0.000201174
          11            -0.810894            -0.811308          0.000187107
          12            -0.811816             -0.81135          0.000176237
          13            -0.809683            -0.811222          0.000204076
          14            -0.812345            -0.811302          0.000204648
          15            -0.812198            -0.811362          0.000199518
          16            -0.813054            -0.811468           0.00021325
          17            -0.811679             -0.81148          0.000201069
          18            -0.810144            -0.811406           0.00020314
          19            -0.810411            -0.811354          0.000199082
          20            -0.810452            -0.811309          0.000194165
          21             -0.81038            -0.811264          0.000189887
          22            -0.810302            -0.811221           0.00018623
          23            -0.810572            -0.811192          0.000180256
          24             -0.81049            -0.811163          0.000175107
          25            -0.811872            -0.811191          0.000170383
          26            -0.813666            -0.811287          0.000188555
          27            -0.812234            -0.811322           0.00018481
          28            -0.810725              -0.8113          0.000179435
          29            -0.811374            -0.811303          0.000173265
          30            -0.811947            -0.811324          0.000168816
