#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              102.399              102.399                    0
           2              102.086              102.242             0.110505
           3              102.337              102.274            0.0780292
           4              101.326              102.037             0.213385
           5              100.126              101.655             0.382135
           6              100.646              101.487             0.353486
           7              100.764              101.383             0.317698
           8              101.809              101.436             0.282403
           9               102.59              101.565             0.278601
          10              101.848              101.593             0.252177
          11              102.542              101.679             0.243562
          12               101.46              101.661             0.223949
          13              99.6462              101.506             0.254767
          14              101.445              101.502             0.236607
          15              101.636              101.511             0.221002
          16              101.382              101.503             0.207335
          17              102.064              101.536             0.197753
          18              101.243              101.519             0.187436
          19              101.603              101.524             0.177622
          20              101.484              101.522             0.168752
          21              99.9882              101.449             0.175808
          22              101.886              101.469             0.168938
          23                  101              101.448             0.162814
          24              101.108              101.434             0.156647
          25              101.245              101.427             0.150563
          26              100.272              101.382              0.15118
          27              100.963              101.367             0.146374
          28              101.415              101.368             0.141157
          29              102.813              101.418             0.144809
          30              103.201              101.478             0.151686
