#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.540463            -0.540463                    0
           2            -0.541026            -0.540745          0.000199121
           3             -0.54075            -0.540746          0.000132754
           4            -0.538956            -0.540299          0.000400216
           5            -0.540115            -0.540262          0.000321853
           6            -0.540964            -0.540379           0.00028869
           7            -0.540329            -0.540372          0.000247538
           8            -0.540166            -0.540346          0.000217924
           9            -0.541563            -0.540481          0.000231899
          10            -0.539879            -0.540421          0.000216387
          11            -0.540447            -0.540424          0.000196729
          12            -0.540946            -0.540467          0.000185082
          13            -0.540236            -0.540449          0.000171696
          14            -0.540827            -0.540476           0.00016154
          15            -0.540598            -0.540484          0.000150973
          16            -0.541127            -0.540525          0.000146786
          17            -0.540347            -0.540514          0.000138522
          18            -0.540402            -0.540508          0.000130967
          19            -0.540206            -0.540492          0.000125031
          20            -0.540199            -0.540477          0.000119634
          21             -0.54003            -0.540456          0.000115815
          22            -0.541299            -0.540494          0.000116719
          23            -0.540091            -0.540477          0.000112953
          24            -0.539985            -0.540456          0.000110092
          25            -0.539604            -0.540422          0.000110842
          26            -0.539044            -0.540369          0.000118579
          27            -0.540437            -0.540372          0.000114214
          28             -0.54048            -0.540376            0.0001102
          29            -0.541818            -0.540425          0.000117082
          30            -0.540788            -0.540437          0.000113801
