#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              12.9835              12.9835                    0
           2              12.9098              12.9467            0.0260818
           3              12.9523              12.9485            0.0174551
           4              12.9657              12.9528            0.0136065
           5              12.9022              12.9427            0.0141572
           6              12.9853              12.9498            0.0134604
           7              12.8946              12.9419            0.0136523
           8              12.9989               12.949            0.0136816
           9              12.9546              12.9496            0.0121752
          10              12.9166              12.9463            0.0113968
          11              13.1253              12.9626            0.0186567
          12              12.8723              12.9551            0.0185573
          13              12.9228              12.9526            0.0172948
          14              12.7579              12.9387            0.0209186
          15              12.9151              12.9371            0.0195832
          16              12.8929              12.9344            0.0185533
          17               12.937              12.9345            0.0174626
          18              13.0298              12.9398            0.0172756
          19              12.9345              12.9395            0.0163686
          20              12.9047              12.9378            0.0156427
          21              12.9368              12.9377            0.0148979
          22              12.9729              12.9393             0.014306
          23              13.0083              12.9423            0.0139943
          24              12.9149              12.9412            0.0134579
          25              12.9443              12.9413            0.0129202
          26              12.9903              12.9432              0.01256
          27              12.9172              12.9422            0.0121317
          28               12.853              12.9391              0.01211
          29              12.8181              12.9349            0.0123895
          30              12.9555              12.9356            0.0119956
