#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1               1.6369               1.6369                    0
           2               1.6022              1.61955            0.0122683
           3               2.2613              1.83347             0.174854
           4               2.2894              1.94745              0.16414
           5               1.9781              1.95358             0.131426
           6               1.7871              1.92583             0.112413
           7               1.8283               1.9119            0.0972134
           8                2.271              1.95679            0.0948606
           9                2.219              1.98592            0.0886818
          10               1.7526              1.96259            0.0828261
          11               2.4377              2.00578            0.0858225
          12               1.9741              2.00314            0.0787112
          13               2.1557              2.01488            0.0735261
          14               1.9824              2.01256            0.0683109
          15               1.7204              1.99308            0.0664755
          16               1.5124              1.96304            0.0687752
          17               1.2507              1.92114            0.0764358
          18               2.2258              1.93806            0.0740397
          19               2.2203              1.95292            0.0716175
          20               1.7962              1.94508            0.0684639
          21               1.0626              1.90306            0.0770283
          22               2.4188               1.9265            0.0770117
          23               1.4887              1.90747            0.0759794
          24               1.9322               1.9085            0.0728206
          25               1.8808              1.90739            0.0699162
          26               1.2847              1.88344             0.071211
          27               2.3736              1.90159            0.0708498
          28               1.6898              1.89403             0.068722
          29               1.5907              1.88357            0.0671436
          30               1.8772              1.88336            0.0649058
          31               2.0855              1.88988            0.0631388
          32               1.6371              1.88198            0.0616578
          33               1.7666              1.87848            0.0598885
          34               2.0071              1.88226            0.0582464
          35                2.534              1.90089            0.0594843
          36               1.9102              1.90114            0.0578325
          37               1.5514              1.89169            0.0570367
          38               1.9747              1.89388            0.0555776
          39               2.4055              1.90699            0.0556793
          40               2.3448              1.91794            0.0553526
