#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              12.9695              12.9695                    0
           2              12.6758              12.8227              0.10383
           3              12.6395              12.7616            0.0853041
           4              12.4717              12.6891             0.089624
           5              12.3655              12.6244            0.0921571
           6              12.6018              12.6206            0.0768746
           7              12.7628              12.6409            0.0685208
           8              13.0008              12.6859            0.0732472
           9              12.8552              12.7047            0.0674811
          10              12.5583              12.6901            0.0623009
          11              12.6216              12.6839            0.0569477
          12              12.5813              12.6753            0.0528397
          13              12.7256              12.6792            0.0489163
          14              12.5383              12.6691            0.0464455
          15              12.5689              12.6624             0.043827
          16              12.7129              12.6656            0.0412012
          17              12.5449              12.6585            0.0393848
          18              12.6421              12.6576            0.0372073
          19              12.4905              12.6488            0.0362737
          20               12.566              12.6447            0.0346952
          21              12.8316              12.6536            0.0341657
          22              12.6298              12.6525            0.0326298
          23              12.7463              12.6566            0.0314652
          24              12.6489              12.6562            0.0301558
          25              12.5326              12.6513            0.0293519
          26              12.8319              12.6582            0.0290333
          27              12.6327              12.6573            0.0279734
          28              12.7244              12.6597            0.0270767
          29              12.4973              12.6541            0.0267159
          30              12.5785              12.6516             0.025944
          31              12.6408              12.6512            0.0251094
          32              12.4506              12.6449            0.0250952
          33              12.5859              12.6432            0.0243985
          34              12.5941              12.6417            0.0237235
          35              12.6255              12.6413            0.0230502
          36              12.5477              12.6387            0.0225559
          37              12.4773              12.6343            0.0223637
          38              12.4899              12.6305            0.0220958
          39              12.8153              12.6352            0.0220314
          40              12.6971              12.6368            0.0215348
