     MU:      SIGMA:     E_MEASURED:    ERROR:
    -0.83025     0.64419    -0.43616   0.0032254
    -0.72914     0.94275    -0.14111    0.014154
    -0.55908     0.98303    -0.18161    0.013613
     -0.6261     0.78478    -0.32365   0.0058299
    -0.40106     0.67056    -0.10368   0.0053539
      -0.273     0.90018    -0.23218   0.0050843
    -0.16849     0.87388      -0.209   0.0050839
     0.08229     0.95496     -0.2473   0.0059133
     0.08229     0.95496     -0.2473   0.0059133
     0.18196     0.73863   -0.045449   0.0058538
   -0.092388      1.0181    -0.25165    0.010053
  -0.0070313      1.2044   -0.099468    0.017803
    -0.14747      1.0554    -0.24786    0.011453
   -0.091219     0.81605    -0.12782   0.0050253
     -0.2998     0.70233   -0.061882   0.0057064
     -0.2998     0.70233   -0.061882   0.0057064
    -0.24902     0.94276    -0.24996   0.0073911
    0.020505     0.90109    -0.21859   0.0045056
    -0.18831       1.117    -0.17909    0.017516
    -0.18831       1.117    -0.17909    0.017516
    -0.18831       1.117    -0.17909    0.017516
    0.081734      1.1232    -0.19596    0.013034
   -0.018357      1.2381    0.034987    0.026592
   -0.018357      1.2381    0.034987    0.026592
     0.23623      1.2775     0.19164    0.032688
     0.23623      1.2775     0.19164    0.032688
     0.23623      1.2775     0.19164    0.032688
     0.50688       1.093   -0.057922    0.018131
     0.50688       1.093   -0.057922    0.018131
     0.26507      1.2248    0.063841    0.029931
     0.27113      1.1545   -0.056066    0.020374
     0.52163     0.99582    -0.17121    0.019481
     0.42825     0.92088    -0.26268   0.0072429
      0.7198     0.76511    -0.34335   0.0071451
       0.964     0.57518    -0.32568   0.0039097
     0.72169     0.85322    -0.25823    0.012364
     0.92497      0.8916    0.087062     0.02156
      0.8366      1.0034     0.20636     0.02193
     0.94034     0.91236     0.22149    0.023809
     0.94034     0.91236     0.22149    0.023809
     0.94034     0.91236     0.22149    0.023809
     0.94034     0.91236     0.22149    0.023809
     0.80194     0.68141    -0.40826   0.0058232
     0.80194     0.68141    -0.40826   0.0058232
     0.83664     0.46382    -0.12889   0.0094929
     0.83664     0.46382    -0.12889   0.0094929
     0.75437     0.61786    -0.43897   0.0021498
     0.75437     0.61786    -0.43897   0.0021498
     0.83718     0.46524    -0.12696    0.008518
       1.002     0.46139  -0.0056841   0.0064501
     0.80711     0.66336    -0.43246   0.0038354
     0.62274     0.53287    -0.28719   0.0042012
     0.70407     0.46781    -0.20145   0.0079191
     0.58798     0.75381     -0.3179    0.006055
     0.59628     0.81253    -0.30231   0.0060207
     0.59628     0.81253    -0.30231   0.0060207
     0.59628     0.81253    -0.30231   0.0060207
     0.59628     0.81253    -0.30231   0.0060207
     0.70935     0.59249    -0.41296   0.0027693
     0.56976     0.66916    -0.29892   0.0038149
      0.6479     0.67179    -0.36901   0.0026176
      0.8469     0.83512    -0.17137    0.015666
      0.8469     0.83512    -0.17137    0.015666
      0.8803     0.59625    -0.42116   0.0031422
      0.6787     0.68283    -0.38491    0.002775
      0.6787     0.68283    -0.38491    0.002775
     0.52063     0.51702    -0.14337   0.0047081
     0.44568     0.68945    -0.17494   0.0050217
     0.44568     0.68945    -0.17494   0.0050217
