#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.974956            -0.974956                    0
           2            -0.974517            -0.974736          0.000155281
           3             -0.97353            -0.974334          0.000344169
           4             -0.97337            -0.974093          0.000332058
           5            -0.974418            -0.974158          0.000271911
           6            -0.973524            -0.974052          0.000246274
           7            -0.975408            -0.974246          0.000276958
           8            -0.974862            -0.974323            0.0002528
           9            -0.976357            -0.974549          0.000309656
          10            -0.973072            -0.974401          0.000311932
          11            -0.976904            -0.974629          0.000357035
          12            -0.976983            -0.974825          0.000377359
          13            -0.974728            -0.974818          0.000348406
          14            -0.973193            -0.974701          0.000342303
          15            -0.975588            -0.974761          0.000324544
          16            -0.974299            -0.974732          0.000305539
          17            -0.973858             -0.97468          0.000291853
          18             -0.97431             -0.97466          0.000276362
          19            -0.976057            -0.974733          0.000271421
          20            -0.972682            -0.974631          0.000276558
          21            -0.973918            -0.974597          0.000265466
          22             -0.97367            -0.974555          0.000256723
          23            -0.974054            -0.974533          0.000246483
          24            -0.973156            -0.974475          0.000242798
          25            -0.972335             -0.97439           0.00024772
          26            -0.976055            -0.974454          0.000246334
          27            -0.972652            -0.974387          0.000246085
          28            -0.973729            -0.974364          0.000238417
          29            -0.973719            -0.974341          0.000231229
          30            -0.972818            -0.974291          0.000229033
