#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              16.0403              16.0403                    0
           2              16.2209              16.1306            0.0638675
           3              16.8675              16.3763             0.205029
           4              17.0157              16.5361             0.206917
           5              16.6324              16.5554             0.166426
           6              16.7003              16.5795              0.14043
           7              15.8173              16.4706             0.157009
           8              15.8649              16.3949             0.154564
           9              15.5518              16.3012             0.163334
          10              17.2391               16.395             0.171828
          11              15.3134              16.2967             0.182181
          12               15.412               16.223             0.181303
          13              16.4587              16.2411             0.168261
          14              16.4931              16.2591             0.157202
          15              15.8511              16.2319             0.149057
          16              16.5294              16.2505             0.140896
          17              16.4948              16.2649             0.133338
          18              16.3073              16.2672             0.125952
          19              15.8256               16.244             0.121448
          20              16.9185              16.2777             0.119967
          21              16.2595              16.2768             0.114257
          22              17.0396              16.3115             0.114203
          23              16.7642              16.3312              0.11092
          24              16.6449              16.3443             0.107066
          25              17.2458              16.3803             0.108687
          26              15.8543              16.3601             0.106373
          27              16.9401              16.3816             0.104579
          28              16.3949               16.382             0.100845
          29              16.5025              16.3862            0.0974535
          30               16.967              16.4056            0.0961089
