     MU:      SIGMA:     E_MEASURED:    ERROR:
    -0.72277      0.7704    -0.35515   0.0055865
    -0.72277      0.7704    -0.35515   0.0055865
    -0.55271     0.81069    -0.30297   0.0048708
    -0.61973     0.61243     -0.3382    0.002993
    -0.61973     0.61243     -0.3382    0.002993
    -0.61973     0.61243     -0.3382    0.002993
    -0.61973     0.61243     -0.3382    0.002993
    -0.61973     0.61243     -0.3382    0.002993
    -0.61973     0.61243     -0.3382    0.002993
    -0.61973     0.61243     -0.3382    0.002993
    -0.61973     0.61243     -0.3382    0.002993
    -0.53437     0.79871    -0.29135   0.0052884
    -0.67481     0.64969    -0.39433   0.0025951
    -0.67481     0.64969    -0.39433   0.0025951
    -0.67481     0.64969    -0.39433   0.0025951
    -0.67481     0.64969    -0.39433   0.0025951
    -0.67481     0.64969    -0.39433   0.0025951
    -0.67481     0.64969    -0.39433   0.0025951
    -0.67481     0.64969    -0.39433   0.0025951
    -0.67481     0.64969    -0.39433   0.0025951
    -0.80687     0.69669    -0.40786   0.0049462
    -0.80687     0.69669    -0.40786   0.0049462
    -0.80687     0.69669    -0.40786   0.0049462
    -0.80687     0.69669    -0.40786   0.0049462
    -0.80687     0.69669    -0.40786   0.0049462
    -0.80687     0.69669    -0.40786   0.0049462
    -0.80687     0.69669    -0.40786   0.0049462
    -0.80687     0.69669    -0.40786   0.0049462
    -0.80687     0.69669    -0.40786   0.0049462
    -0.80687     0.69669    -0.40786   0.0049462
    -0.80081     0.62638    -0.44246   0.0028711
    -0.80081     0.62638    -0.44246   0.0028711
    -0.80081     0.62638    -0.44246   0.0028711
    -0.80081     0.62638    -0.44246   0.0028711
    -0.80081     0.62638    -0.44246   0.0028711
    -0.80081     0.62638    -0.44246   0.0028711
    -0.59752     0.66477    -0.32194   0.0031865
     -0.6859     0.77657    -0.34766    0.005419
    -0.58215     0.68553    -0.31177   0.0031684
    -0.58215     0.68553    -0.31177   0.0031684
    -0.58215     0.68553    -0.31177   0.0031684
    -0.58215     0.68553    -0.31177   0.0031684
    -0.58215     0.68553    -0.31177   0.0031684
    -0.58215     0.68553    -0.31177   0.0031684
    -0.58215     0.68553    -0.31177   0.0031684
    -0.58215     0.68553    -0.31177   0.0031684
    -0.66443     0.83957    -0.29338   0.0085412
    -0.66443     0.83957    -0.29338   0.0085412
    -0.58162     0.68695    -0.30913   0.0035737
    -0.58162     0.68695    -0.30913   0.0035737
    -0.58162     0.68695    -0.30913   0.0035737
    -0.76599     0.55646    -0.40977   0.0039388
    -0.76599     0.55646    -0.40977   0.0039388
    -0.76599     0.55646    -0.40977   0.0039388
     -0.7577     0.61519    -0.43469   0.0021344
