     MU:      SIGMA:     E_MEASURED:    ERROR:
    -0.66472     0.72132    -0.35964   0.0041065
    -0.56361      1.0199     -0.1591    0.015404
    -0.39355      1.0602    -0.16554     0.01284
    -0.46057      0.8619    -0.26083   0.0052985
    -0.23553     0.74769   -0.080509   0.0061538
    -0.10747     0.97731    -0.24705    0.006261
  -0.0029607     0.95101    -0.24297   0.0053694
     0.24782      1.0321     -0.2509   0.0088129
     0.24782      1.0321     -0.2509   0.0088129
     0.34749     0.81576    -0.21233   0.0044007
    0.073142      1.0952    -0.20991     0.01333
    0.073142      1.0952    -0.20991     0.01333
   -0.067295      0.9462    -0.25345   0.0053603
   -0.067295      0.9462    -0.25345   0.0053603
   -0.067295      0.9462    -0.25345   0.0053603
   -0.067295      0.9462    -0.25345   0.0053603
   -0.016512      1.1866   -0.096223    0.020159
     0.25301       1.145    -0.12345    0.017079
     0.25301       1.145    -0.12345    0.017079
     0.25301       1.145    -0.12345    0.017079
     0.25301       1.145    -0.12345    0.017079
     0.25301       1.145    -0.12345    0.017079
     0.25301       1.145    -0.12345    0.017079
     0.25301       1.145    -0.12345    0.017079
     0.25301       1.145    -0.12345    0.017079
     0.25301       1.145    -0.12345    0.017079
     0.25301       1.145    -0.12345    0.017079
     0.52366     0.96045    -0.23302   0.0095922
     0.52366     0.96045    -0.23302   0.0095922
     0.28185      1.0922     -0.1391    0.020906
     0.28791      1.0219    -0.21756    0.012141
     0.53841     0.86328    -0.26365     0.01219
     0.53841     0.86328    -0.26365     0.01219
     0.82996     0.70751    -0.39447   0.0060037
     0.82996     0.70751    -0.39447   0.0060037
     0.82996     0.70751    -0.39447   0.0060037
      1.0332     0.74589   -0.024767    0.014561
     0.94487      0.8577    0.053009    0.016667
      1.0486     0.76666     0.09019    0.020868
      1.0486     0.76666     0.09019    0.020868
      1.0486     0.76666     0.09019    0.020868
      1.0486     0.76666     0.09019    0.020868
     0.91021     0.53571    -0.33078   0.0039135
     0.91021     0.53571    -0.33078   0.0039135
     0.91021     0.53571    -0.33078   0.0039135
     0.91021     0.53571    -0.33078   0.0039135
     0.82793     0.68975    -0.40084   0.0064236
     0.82793     0.68975    -0.40084   0.0064236
     0.91074     0.53713    -0.32741   0.0034821
     0.91074     0.53713    -0.32741   0.0034821
     0.71582      0.7391    -0.36898   0.0046971
     0.71582      0.7391    -0.36898   0.0046971
     0.79716     0.67404    -0.42072   0.0039388
     0.79716     0.67404    -0.42072   0.0039388
     0.80545     0.73276    -0.37251    0.006782
     0.80545     0.73276    -0.37251    0.006782
     0.80545     0.73276    -0.37251    0.006782
     0.80545     0.73276    -0.37251    0.006782
     0.80545     0.73276    -0.37251    0.006782
     0.80545     0.73276    -0.37251    0.006782
     0.88359     0.73539    -0.31217   0.0076336
     0.88359     0.73539    -0.31217   0.0076336
     0.88359     0.73539    -0.31217   0.0076336
     0.88359     0.73539    -0.31217   0.0076336
     0.68198     0.82198    -0.30729   0.0074626
     0.68198     0.82198    -0.30729   0.0074626
     0.52392     0.65617    -0.23433   0.0040783
     0.44896      0.8286    -0.25897   0.0054156
     0.44896      0.8286    -0.25897   0.0054156
      0.4758     0.77602    -0.25381    0.004232
      0.4111     0.96848     -0.2287   0.0094837
      0.4111     0.96848     -0.2287   0.0094837
     0.58077     0.87189    -0.27149   0.0090904
     0.42427     0.96989    -0.25614   0.0088269
     0.48732     0.94665    -0.24857   0.0095516
     0.66094     0.69232    -0.37732   0.0033349
     0.70882     0.77922    -0.34193    0.006588
     0.58249     0.56503    -0.27073   0.0043848
     0.58249     0.56503    -0.27073   0.0043848
     0.82741     0.47415    -0.18705   0.0076691
     0.82741     0.47415    -0.18705   0.0076691
     0.82741     0.47415    -0.18705   0.0076691
     0.82741     0.47415    -0.18705   0.0076691
      0.9999     0.51645    -0.18642   0.0043631
     0.73857     0.78557    -0.31457   0.0080057
     0.73857     0.78557    -0.31457   0.0080057
     0.57913     0.87148    -0.27886    0.007567
     0.61391     0.78687     -0.3169   0.0056996
     0.69245      0.5323    -0.34909   0.0045961
     0.65466     0.55355    -0.34782   0.0038386
     0.65466     0.55355    -0.34782   0.0038386
     0.65466     0.55355    -0.34782   0.0038386
     0.65466     0.55355    -0.34782   0.0038386
     0.65466     0.55355    -0.34782   0.0038386
     0.65466     0.55355    -0.34782   0.0038386
     0.65466     0.55355    -0.34782   0.0038386
     0.69882     0.56786    -0.39269   0.0031758
     0.82949     0.57462    -0.42306   0.0030005
     0.82949     0.57462    -0.42306   0.0030005
     0.82949     0.57462    -0.42306   0.0030005
     0.66603     0.86968    -0.26685    0.011793
     0.76817     0.67565    -0.41731   0.0032856
     0.87361     0.53927    -0.36123   0.0041734
      0.8653     0.49678    -0.25186   0.0064703
      1.1175     0.64142    0.024598    0.010647
      1.0233     0.58428    -0.22301   0.0053685
      1.0897     0.61182   -0.076426   0.0087992
     0.95983     0.49531    -0.18334   0.0054956
     0.95983     0.49531    -0.18334   0.0054956
     0.95983     0.49531    -0.18334   0.0054956
     0.95983     0.49531    -0.18334   0.0054956
     0.66126      0.4541    -0.12371   0.0082056
     0.66126      0.4541    -0.12371   0.0082056
     0.66126      0.4541    -0.12371   0.0082056
     0.66126      0.4541    -0.12371   0.0082056
     0.60668     0.48637    -0.19351   0.0065199
     0.60668     0.48637    -0.19351   0.0065199
     0.73889     0.52889    -0.37068   0.0042871
     0.78701     0.74456    -0.37543   0.0053377
     0.78701     0.74456    -0.37543   0.0053377
     0.78701     0.74456    -0.37543   0.0053377
     0.82776     0.63196    -0.44062   0.0039247
     0.82776     0.63196    -0.44062   0.0039247
     0.82776     0.63196    -0.44062   0.0039247
     0.82776     0.63196    -0.44062   0.0039247
     0.82776     0.63196    -0.44062   0.0039247
     0.82776     0.63196    -0.44062   0.0039247
     0.82776     0.63196    -0.44062   0.0039247
     0.82776     0.63196    -0.44062   0.0039247
     0.82776     0.63196    -0.44062   0.0039247
     0.82776     0.63196    -0.44062   0.0039247
     0.82776     0.63196    -0.44062   0.0039247
     0.82776     0.63196    -0.44062   0.0039247
     0.86067     0.70013    -0.37602    0.006807
     0.86067     0.70013    -0.37602    0.006807
     0.86067     0.70013    -0.37602    0.006807
     0.75266     0.46448    -0.17486   0.0087343
     0.73301     0.68205    -0.40862    0.004226
     0.73301     0.68205    -0.40862    0.004226
     0.73301     0.68205    -0.40862    0.004226
     0.73301     0.68205    -0.40862    0.004226
     0.55729     0.68708    -0.29085    0.004255
     0.74691     0.79713    -0.30647    0.010339
     0.74691     0.79713    -0.30647    0.010339
     0.86266     0.55154    -0.38443   0.0036698
     0.86266     0.55154    -0.38443   0.0036698
     0.86266     0.55154    -0.38443   0.0036698
     0.86266     0.55154    -0.38443   0.0036698
     0.86266     0.55154    -0.38443   0.0036698
     0.76033     0.51497    -0.34602   0.0058041
     0.76033     0.51497    -0.34602   0.0058041
     0.91141     0.65551    -0.36559   0.0076238
     0.91141     0.65551    -0.36559   0.0076238
     0.91141     0.65551    -0.36559   0.0076238
     0.91141     0.65551    -0.36559   0.0076238
     0.91141     0.65551    -0.36559   0.0076238
     0.85327     0.53112    -0.35084   0.0042893
     0.84104     0.54724    -0.38762    0.003809
     0.84104     0.54724    -0.38762    0.003809
     0.84104     0.54724    -0.38762    0.003809
     0.84104     0.54724    -0.38762    0.003809
     0.84104     0.54724    -0.38762    0.003809
     0.84104     0.54724    -0.38762    0.003809
     0.84104     0.54724    -0.38762    0.003809
     0.84104     0.54724    -0.38762    0.003809
     0.84104     0.54724    -0.38762    0.003809
     0.84104     0.54724    -0.38762    0.003809
     0.82491     0.70712    -0.39012    0.006175
     0.82491     0.70712    -0.39012    0.006175
     0.82491     0.70712    -0.39012    0.006175
     0.90275     0.60244    -0.40397   0.0035721
     0.90275     0.60244    -0.40397   0.0035721
     0.90275     0.60244    -0.40397   0.0035721
     0.90275     0.60244    -0.40397   0.0035721
     0.90275     0.60244    -0.40397   0.0035721
     0.90275     0.60244    -0.40397   0.0035721
     0.87057     0.72256    -0.33744   0.0075895
     0.98354     0.70652    -0.19626    0.010774
     0.98354     0.70652    -0.19626    0.010774
     0.98354     0.70652    -0.19626    0.010774
      0.8813     0.69738    -0.36473    0.007115
     0.62174     0.74186    -0.33372   0.0050998
     0.62174     0.74186    -0.33372   0.0050998
     0.74485     0.59515    -0.43055   0.0022994
     0.74485     0.59515    -0.43055   0.0022994
     0.74485     0.59515    -0.43055   0.0022994
     0.74485     0.59515    -0.43055   0.0022994
     0.82375     0.67009    -0.42562   0.0037809
     0.90604     0.62872    -0.39604   0.0047014
     0.76001     0.77176    -0.34894   0.0067258
     0.76001     0.77176    -0.34894   0.0067258
     0.76001     0.77176    -0.34894   0.0067258
     0.76001     0.77176    -0.34894   0.0067258
     0.76001     0.77176    -0.34894   0.0067258
     0.76001     0.77176    -0.34894   0.0067258
     0.82794     0.67507    -0.41987   0.0043313
     0.56777     0.71596    -0.29874   0.0046451
     0.56777     0.71596    -0.29874   0.0046451
     0.30447     0.71907   -0.089548   0.0057513
    0.088152     0.96961    -0.24928   0.0064671
    0.088152     0.96961    -0.24928   0.0064671
    0.088152     0.96961    -0.24928   0.0064671
   -0.096347     0.87209    -0.19619   0.0050708
   -0.096347     0.87209    -0.19619   0.0050708
   -0.079969     0.93963    -0.24309    0.004838
   -0.079969     0.93963    -0.24309    0.004838
   -0.079969     0.93963    -0.24309    0.004838
   -0.079969     0.93963    -0.24309    0.004838
   -0.079969     0.93963    -0.24309    0.004838
   -0.079969     0.93963    -0.24309    0.004838
   -0.079969     0.93963    -0.24309    0.004838
   -0.079969     0.93963    -0.24309    0.004838
   -0.047323      1.1591    -0.14821    0.014211
   -0.047323      1.1591    -0.14821    0.014211
  -0.0021209      1.0813    -0.21546    0.013353
    0.012597     0.88663    -0.20921   0.0047995
     0.20131     0.97213     -0.2428   0.0074902
     0.20131     0.97213     -0.2428   0.0074902
     0.36493     0.93324    -0.25144    0.006544
     0.13328      0.8726    -0.19286   0.0048975
     0.13328      0.8726    -0.19286   0.0048975
     0.41096     0.79291    -0.22795   0.0046677
     0.52578      0.6153    -0.21907   0.0038795
     0.52578      0.6153    -0.21907   0.0038795
     0.69906       0.705    -0.38304   0.0041678
     0.69906       0.705    -0.38304   0.0041678
     0.69906       0.705    -0.38304   0.0041678
     0.82534      0.6233    -0.44234   0.0023405
     0.75792     0.56332    -0.41216   0.0034393
     0.75792     0.56332    -0.41216   0.0034393
     0.75792     0.56332    -0.41216   0.0034393
     0.75792     0.56332    -0.41216   0.0034393
     0.75792     0.56332    -0.41216   0.0034393
     0.75792     0.56332    -0.41216   0.0034393
     0.74849     0.65919      -0.422     0.00282
     0.74849     0.65919      -0.422     0.00282
     0.74849     0.65919      -0.422     0.00282
     0.74849     0.65919      -0.422     0.00282
     0.74849     0.65919      -0.422     0.00282
     0.63465     0.74903    -0.34523    0.004434
     0.63465     0.74903    -0.34523    0.004434
     0.63465     0.74903    -0.34523    0.004434
     0.63465     0.74903    -0.34523    0.004434
     0.63465     0.74903    -0.34523    0.004434
     0.63465     0.74903    -0.34523    0.004434
     0.63465     0.74903    -0.34523    0.004434
     0.63465     0.74903    -0.34523    0.004434
     0.63465     0.74903    -0.34523    0.004434
      0.8691     0.52259    -0.33096   0.0047836
      0.6182     0.72803    -0.34406   0.0035139
      0.6182     0.72803    -0.34406   0.0035139
     0.67131     0.71767    -0.37224   0.0037165
     0.67131     0.71767    -0.37224   0.0037165
     0.67131     0.71767    -0.37224   0.0037165
     0.67131     0.71767    -0.37224   0.0037165
